Vatten_ID,EU_CD,County,County_no
WA33649832,SE678732-149853,Gävleborg,21
WA33653180,SE722929-150570,Västerbotten,24
WA33655402,SE633653-141640,Kronoberg,07
WA33655402,SE633653-141640,Jönköping,06
WA33660486,SE752738-166604,Norrbotten,25
WA33664277,SE708147-162859,Västernorrland,22
WA33694416,SE684122-155396,Gävleborg,21
WA33700114,SE751469-578663,Norrbotten,25
WA33701865,SE642578-153740,Kalmar,08
WA33712964,SE733096-153628,Norrbotten,25
WA33738590,SE738808-158698,Norrbotten,25
WA33740667,SE680514-155788,Gävleborg,21
WA33749493,SE717468-145043,Jämtland,23
WA33750410,SE742259-181343,Norrbotten,25
WA33753553,SE719776-750471,Västerbotten,24
WA33755866,SE662571-449404,Värmland,17
WA33762102,SE651554-126622,Västra Götaland,14
WA33770408,SE710186-149087,Jämtland,23
WA33773300,SE674742-132768,Värmland,17
WA33773412,SE716163-167092,Västerbotten,24
WA33774845,SE695514-160416,Västernorrland,22
WA33782743,SE700352-151632,Jämtland,23
WA33787968,SE743283-180787,Norrbotten,25
WA33789424,SE669518-134887,Värmland,17
WA33798967,SE748109-151880,Norrbotten,25
WA33800777,SE744096-174196,Norrbotten,25
WA33805789,SE685875-147100,Gävleborg,21
WA33823322,SE723484-143755,Västerbotten,24
WA33827797,SE685436-143824,Gävleborg,21
WA33827922,SE715787-171651,Västerbotten,24
WA33834500,SE687127-134217,Dalarna,20
WA33836114,SE690654-136944,Jämtland,23
WA33840109,SE708015-148014,Jämtland,23
WA33843826,SE758472-172933,Norrbotten,25
WA33848277,SE736795-160609,Norrbotten,25
WA33856400,SE728009-161227,Norrbotten,25
WA33856764,SE732954-162546,Norrbotten,25
WA33859843,SE702179-154875,Västernorrland,22
WA33875920,SE712024-644012,Västerbotten,24
WA33876725,SE707972-146582,Jämtland,23
WA33876994,SE633599-129664,Halland,13
WA33880007,SE684739-145379,Gävleborg,21
WA33880311,SE749273-156856,Norrbotten,25
WA33880946,SE747690-168809,Norrbotten,25
WA33884042,SE716852-143623,Jämtland,23
WA33898358,SE747254-169365,Norrbotten,25
WA33901068,SE667126-141090,Dalarna,20
WA33903296,SE701425-161594,Västernorrland,22
WA33903595,SE745758-178185,Norrbotten,25
WA33908756,SE641358-127426,Västra Götaland,14
WA33910280,SE665540-148135,Dalarna,20
WA33911430,SE689064-134555,Dalarna,20
WA33913724,SE650496-155520,Östergötland,05
WA33913724,SE650496-155520,Södermanland,04
WA33915522,SE667211-138888,Värmland,17
WA33916137,SE652832-151700,Östergötland,05
WA33916507,SE672684-158580,Gävleborg,21
WA33916507,SE672684-158580,Uppsala,03
WA33920665,SE671126-153476,Gävleborg,21
WA33942171,SE724255-145564,Västerbotten,24
WA33949716,SE703066-133233,Jämtland,23
WA33950938,SE704392-140324,Jämtland,23
WA33956045,SE693258-138944,Jämtland,23
WA33961453,SE692068-138306,Jämtland,23
WA33981627,SE701935-135483,Jämtland,23
WA33986520,SE727906-162271,Norrbotten,25
WA34014655,SE735132-156112,Norrbotten,25
WA34033118,SE753561-165305,Norrbotten,25
WA34036119,SE698256-131262,Jämtland,23
WA34038189,SE681890-143010,Dalarna,20
WA34041924,SE752771-168598,Norrbotten,25
WA34045214,SE703719-147941,Jämtland,23
WA34045900,SE717597-159127,Västerbotten,24
WA34051437,SE658020-324950,Värmland,17
WA34054048,SE670238-140058,Dalarna,20
WA34054851,SE696979-152973,Jämtland,23
WA34057308,SE698263-146944,Jämtland,23
WA34062319,SE735316-164734,Norrbotten,25
WA34062858,SE687191-153416,Gävleborg,21
WA34065561,SE663934-479635,Örebro,18
WA34068005,SE631823-141620,Kronoberg,07
WA34083309,SE635837-143824,Jönköping,06
WA34084154,SE753691-154175,Norrbotten,25
WA34084154,SE753691-154175,Nordland,N18
WA34085011,SE707574-696073,Västerbotten,24
WA34090674,SE733449-178694,Norrbotten,25
WA34092464,SE670174-152234,Dalarna,20
WA34093508,SE656876-159255,Stockholm,01
WA34094820,SE658683-137119,Värmland,17
WA34101216,SE653667-124289,Västra Götaland,14
WA34103308,SE711706-164794,Västerbotten,24
WA34103668,SE646296-131165,Västra Götaland,14
WA34106724,SE734175-176046,Norrbotten,25
WA34107659,SE699935-138652,Jämtland,23
WA34116436,SE733451-148619,Västerbotten,24
WA34116998,SE731060-155737,Västerbotten,24
WA34117806,SE662938-161712,Uppsala,03
WA34122988,SE644083-150496,Östergötland,05
WA34130819,SE670207-161971,Uppsala,03
WA34135874,SE753090-162430,Norrbotten,25
WA34143142,SE676388-567221,Gävleborg,21
WA34147587,SE715405-145427,Jämtland,23
WA34160138,SE689342-139272,Jämtland,23
WA34161429,SE697067-159376,Västernorrland,22
WA34165116,SE628706-131954,Halland,13
WA34176042,SE743243-170160,Norrbotten,25
WA34200358,SE722052-143362,Jämtland,23
WA34202352,SE728841-151747,Västerbotten,24
WA34208306,SE705142-147520,Jämtland,23
WA34209025,SE667518-149664,Dalarna,20
WA34216719,SE700332-133618,Jämtland,23
WA34218606,SE715693-147663,Jämtland,23
WA34225187,SE733505-176426,Norrbotten,25
WA34226710,SE672378-153002,Gävleborg,21
WA34257862,SE738009-165164,Norrbotten,25
WA34258028,SE752823-179881,Norrbotten,25
WA34268263,SE733538-175206,Norrbotten,25
WA34268647,SE713872-515742,Jämtland,23
WA34273037,SE717026-139807,Jämtland,23
WA34287577,SE702713-157331,Västernorrland,22
WA34296757,SE718874-143876,Jämtland,23
WA34299712,SE689998-150934,Gävleborg,21
WA34302151,SE738441-549873,Norrbotten,25
WA34305105,SE708621-160456,Västernorrland,22
WA34306615,SE673916-156805,Gävleborg,21
WA34308708,SE701756-152321,Jämtland,23
WA34316369,SE637187-135350,Västra Götaland,14
WA34321083,SE732534-149759,Västerbotten,24
WA34323989,SE707883-164200,Västernorrland,22
WA34325450,SE627755-150229,Kalmar,08
WA34328171,SE651316-460611,Västra Götaland,14
WA34330233,SE661535-144690,Örebro,18
WA34336644,SE675180-151460,Dalarna,20
WA34343384,SE721334-155432,Västerbotten,24
WA34360644,SE705128-146277,Jämtland,23
WA34365668,SE678264-429506,Dalarna,20
WA34373433,SE625922-519397,Kronoberg,07
WA34376860,SE724004-148154,Västerbotten,24
WA34380243,SE728484-156969,Västerbotten,24
WA34394372,SE716793-145001,Jämtland,23
WA34398071,SE726451-792080,Norrbotten,25
WA34427732,SE702622-142022,Jämtland,23
WA34427840,SE658717-141617,Värmland,17
WA34429678,SE686844-509906,Jämtland,23
WA34429678,SE686844-509906,Gävleborg,21
WA34435630,SE654681-153655,Södermanland,04
WA34440422,SE690185-150391,Gävleborg,21
WA34442211,SE766781-169455,Norrbotten,25
WA34442951,SE631630-156413,Kalmar,08
WA34444747,SE667768-157635,Uppsala,03
WA34449308,SE733844-187449,Norrbotten,25
WA34467287,SE739597-168035,Norrbotten,25
WA34480442,SE311-327-R,Dalarna,20
WA34486477,SE675830-147270,Dalarna,20
WA34494578,SE757583-160578,Norrbotten,25
WA34497054,SE693072-144305,Jämtland,23
WA34498672,SE704947-138970,Jämtland,23
WA34506950,SE697464-152775,Jämtland,23
WA34508174,SE754362-176732,Norrbotten,25
WA34509647,SE698243-146381,Jämtland,23
WA34517216,SE697981-152108,Jämtland,23
WA34522509,SE640046-133366,Västra Götaland,14
WA34530236,SE725781-170677,Norrbotten,25
WA34533831,SE684660-156883,Gävleborg,21
WA34551254,SE711119-155319,Västerbotten,24
WA34553904,SE656944-164051,Stockholm,01
WA34554639,SE683592-135389,Dalarna,20
WA34557068,SE618096-133078,Skåne,12
WA34557973,SE705986-163711,Västernorrland,22
WA34559564,SE702144-159235,Västernorrland,22
WA34570306,SE707742-170588,Västerbotten,24
WA34573880,SE758272-169932,Norrbotten,25
WA34576612,SE650746-147402,Östergötland,05
WA34581393,SE735879-177736,Norrbotten,25
WA34581626,SE719977-151821,Västerbotten,24
WA34589343,SE695349-139107,Jämtland,23
WA34604741,SE734212-185984,Norrbotten,25
WA34608467,SE679248-149433,Gävleborg,21
WA34608655,SE669576-132408,Värmland,17
WA34626520,SE732435-152479,Västerbotten,24
WA34630796,SE633428-132558,Halland,13
WA34631532,SE707833-156414,Västernorrland,22
WA34635001,SE683331-143310,Gävleborg,21
WA34635001,SE683331-143310,Dalarna,20
WA34636290,SE717508-146810,Jämtland,23
WA34637025,SE703658-163516,Västernorrland,22
WA34638708,SE737511-180191,Norrbotten,25
WA34641799,SE697474-154116,Jämtland,23
WA34641799,SE697474-154116,Västernorrland,22
WA34646911,SE654144-124035,Västra Götaland,14
WA34656001,SE737027-177148,Norrbotten,25
WA34657008,SE729645-168463,Norrbotten,25
WA34671128,SE684441-155877,Gävleborg,21
WA34673757,SE719025-541132,Västerbotten,24
WA34673793,SE760041-171865,Norrbotten,25
WA34675346,SE688792-157914,Gävleborg,21
WA34681521,SE746534-153793,Norrbotten,25
WA34682396,SE729798-146469,Västerbotten,24
WA34707799,SE700100-157875,Västernorrland,22
WA34708629,SE726035-156783,Västerbotten,24
WA34713738,SE686383-152279,Gävleborg,21
WA34717389,SE653342-142228,Örebro,18
WA34718244,SE629655-152251,Kalmar,08
WA34719860,SE708860-160901,Västernorrland,22
WA34724291,SE702653-164914,Västernorrland,22
WA34724635,SE713001-144279,Jämtland,23
WA34729055,SE712917-171241,Västerbotten,24
WA34731138,SE638025-134062,Västra Götaland,14
WA34731523,SE667040-144112,Dalarna,20
WA34732630,SE730424-150636,Västerbotten,24
WA34744224,SE718506-590631,Västerbotten,24
WA34744320,SE677543-154057,Gävleborg,21
WA34746170,SE661149-136507,Värmland,17
WA34749937,SE163-29-R,Norrbotten,25
WA34751701,SE706615-134999,Jämtland,23
WA34753077,SE658027-363742,Värmland,17
WA34753500,SE688777-136236,Jämtland,23
WA34754703,SE703325-163224,Västernorrland,22
WA34765909,SE701781-152674,Jämtland,23
WA34772803,SE727006-176495,Norrbotten,25
WA34773965,SE747670-165522,Norrbotten,25
WA34774353,SE659014-144910,Örebro,18
WA34784470,SE734544-166867,Norrbotten,25
WA34785299,SE673972-155728,Gävleborg,21
WA34790899,SE699066-141465,Jämtland,23
WA34802992,SE650132-131163,Västra Götaland,14
WA34806411,SE707390-164790,Västernorrland,22
WA34807549,SE667747-143404,Dalarna,20
WA34825687,SE617041-139946,Skåne,12
WA34828137,SE714946-144639,Jämtland,23
WA34830980,SE660045-145576,Örebro,18
WA34831688,SE670485-158627,Uppsala,03
WA34835308,SE717296-145358,Jämtland,23
WA34835873,SE713573-174849,Västerbotten,24
WA34836169,SE637794-153352,Kalmar,08
WA34836353,SE729459-156351,Västerbotten,24
WA34838535,SE753844-171576,Norrbotten,25
WA34840840,SE686875-453429,Jämtland,23
WA34842786,SE752893-170562,Norrbotten,25
WA34850550,SE705603-161020,Västernorrland,22
WA34853610,SE690411-142529,Jämtland,23
WA34855267,SE701397-134417,Jämtland,23
WA34858396,SE728298-152801,Västerbotten,24
WA34861097,SE756714-177230,Norrbotten,25
WA34866600,SE688615-151127,Gävleborg,21
WA34882518,SE716305-150300,Västerbotten,24
WA34882977,SE696038-142985,Jämtland,23
WA34885011,SE687005-457571,Jämtland,23
WA34893418,SE716136-174074,Västerbotten,24
WA34893837,SE699423-162525,Västernorrland,22
WA34918615,SE724331-171781,Västerbotten,24
WA34936189,SE310-33-R,Dalarna,20
WA34937879,SE715328-729170,Västerbotten,24
WA34942386,SE691693-137715,Jämtland,23
WA34951121,SE694781-154975,Västernorrland,22
WA34952445,SE664234-577423,Västmanland,19
WA34953777,SE716907-176724,Västerbotten,24
WA34965362,SE687295-512320,Gävleborg,21
WA34966767,SE732103-172746,Norrbotten,25
WA34975452,SE725001-170500,Västerbotten,24
WA34976994,SE725628-146062,Västerbotten,24
WA34977381,SE747528-183135,Norrbotten,25
WA34985505,SE642864-148998,Östergötland,05
WA34988625,SE742771-169357,Norrbotten,25
WA34989672,SE742132-155458,Norrbotten,25
WA35011589,SE722109-166764,Västerbotten,24
WA35016747,SE641258-394052,Västra Götaland,14
WA35016780,SE635342-149507,Kalmar,08
WA35025178,SE744043-159606,Norrbotten,25
WA35025949,SE632126-410501,Halland,13
WA35030840,SE729205-170957,Norrbotten,25
WA35039725,SE719170-172288,Västerbotten,24
WA35040839,SE652782-143322,Örebro,18
WA35050170,SE739665-174068,Norrbotten,25
WA35051564,SE619918-137317,Skåne,12
WA35052005,SE734074-181968,Norrbotten,25
WA35053841,SE709516-151265,Jämtland,23
WA35056048,SE672154-142503,Dalarna,20
WA35064835,SE633982-145948,Kronoberg,07
WA35064835,SE633982-145948,Jönköping,06
WA35066085,SE674861-581469,Gävleborg,21
WA35067233,SE627716-137914,Kronoberg,07
WA35068109,SE660435-150793,Västmanland,19
WA35068902,SE662665-148445,Örebro,18
WA35068902,SE662665-148445,Västmanland,19
WA35074411,SE737800-174816,Norrbotten,25
WA35097014,SE684001-508469,Gävleborg,21
WA35111338,SE696317-486090,Jämtland,23
WA35114821,SE671553-135457,Värmland,17
WA35115318,SE737562-159939,Norrbotten,25
WA35124204,SE739180-177730,Norrbotten,25
WA35126714,SE664012-148288,Västmanland,19
WA35137578,SE719989-148737,Västerbotten,24
WA35158143,SE746744-172041,Norrbotten,25
WA35160500,SE726079-160561,Västerbotten,24
WA35167389,SE709559-136209,Jämtland,23
WA35168470,SE736510-155121,Norrbotten,25
WA35179165,SE695141-147052,Jämtland,23
WA35184140,SE750026-173900,Norrbotten,25
WA35184808,SE733954-604626,Norrbotten,25
WA35192060,SE650607-141869,Västra Götaland,14
WA35198197,SE665926-163221,Uppsala,03
WA35198221,SE644983-497003,Östergötland,05
WA35211355,SE693986-160466,Västernorrland,22
WA35218238,SE701685-133967,Jämtland,23
WA35221241,SE640654-146898,Östergötland,05
WA35233782,SE734587-168420,Norrbotten,25
WA35236778,SE683657-147047,Gävleborg,21
WA35243626,SE635786-154006,Kalmar,08
WA35248808,SE708044-160914,Västernorrland,22
WA35255431,SE650133-129660,Västra Götaland,14
WA35257573,SE733966-172908,Norrbotten,25
WA35266422,SE710979-173846,Västerbotten,24
WA35272033,SE696749-149592,Jämtland,23
WA35274629,SE702286-146008,Jämtland,23
WA35298981,SE667489-150508,Dalarna,20
WA35304650,SE702943-137508,Jämtland,23
WA35313294,SE644720-149788,Östergötland,05
WA35315173,SE686494-157690,Gävleborg,21
WA35318074,SE640616-144129,Jönköping,06
WA35320332,SE652177-146330,Örebro,18
WA35320332,SE652177-146330,Östergötland,05
WA35328190,SE728399-174728,Norrbotten,25
WA35341245,SE630514-132729,Halland,13
WA35354058,SE623556-144379,Blekinge,10
WA35363094,SE706448-134517,Jämtland,23
WA35372369,SE684849-518104,Gävleborg,21
WA35373391,SE731580-174714,Norrbotten,25
WA35373456,SE673354-137504,Dalarna,20
WA35378540,SE682322-421772,Dalarna,20
WA35384469,SE641404-129981,Västra Götaland,14
WA35390643,SE690360-152488,Gävleborg,21
WA35390643,SE690360-152488,Västernorrland,22
WA35406009,SE661242-154819,Västmanland,19
WA35415307,SE699521-144899,Jämtland,23
WA35417642,SE625353-133426,Halland,13
WA35417642,SE625353-133426,Skåne,12
WA35426063,SE755483-177145,Norrbotten,25
WA35426258,SE718960-168142,Västerbotten,24
WA35430320,SE681232-151101,Gävleborg,21
WA35431010,SE751552-164358,Norrbotten,25
WA35431621,SE652999-130656,Västra Götaland,14
WA35440027,SE740048-153712,Norrbotten,25
WA35444203,SE761258-702784,Norrbotten,25
WA35461827,SE747050-153016,Norrbotten,25
WA35464726,SE713117-145617,Jämtland,23
WA35469908,SE637086-546563,Kalmar,08
WA35473912,SE691384-140342,Jämtland,23
WA35492115,SE704958-729196,Västerbotten,24
WA35493247,SE696036-145109,Jämtland,23
WA35495796,SE639661-133346,Västra Götaland,14
WA35497740,SE675399-146632,Dalarna,20
WA35501152,SE729632-174554,Norrbotten,25
WA35503709,SE732088-146114,Västerbotten,24
WA35510831,SE737733-159651,Norrbotten,25
WA35519364,SE752671-587501,Norrbotten,25
WA35521177,SE691372-151559,Västernorrland,22
WA35531413,SE676167-429245,Dalarna,20
WA35532901,SE713141-143011,Jämtland,23
WA35536667,SE717216-167197,Västerbotten,24
WA35538404,SE717988-156648,Västerbotten,24
WA35548655,SE708367-134914,Jämtland,23
WA35553132,SE719397-147880,Västerbotten,24
WA35555932,SE677662-153484,Gävleborg,21
WA35559764,SE732094-163609,Norrbotten,25
WA35567078,SE721995-143391,Jämtland,23
WA35578168,SE681931-149105,Gävleborg,21
WA35579145,SE693335-146632,Västernorrland,22
WA35590883,SE683255-143135,Gävleborg,21
WA35590883,SE683255-143135,Dalarna,20
WA35600204,SE744690-179706,Norrbotten,25
WA35602679,SE704583-151953,Västernorrland,22
WA35605970,SE706924-166864,Västerbotten,24
WA35611757,SE687575-152306,Gävleborg,21
WA35618186,SE729718-171537,Norrbotten,25
WA35621786,SE679282-147563,Dalarna,20
WA35625110,SE665236-148710,Dalarna,20
WA35636503,SE713893-166104,Västerbotten,24
WA35637530,SE658428-153975,Södermanland,04
WA35643668,SE722258-159388,Västerbotten,24
WA35665407,SE694878-154712,Västernorrland,22
WA35665684,SE731306-170982,Norrbotten,25
WA35666327,SE678924-153736,Gävleborg,21
WA35671429,SE669402-137965,Värmland,17
WA35686392,SE672625-134972,Värmland,17
WA35692633,SE693523-148522,Västernorrland,22
WA35700283,SE719152-160585,Västerbotten,24
WA35712372,SE690702-146211,Jämtland,23
WA35712372,SE690702-146211,Västernorrland,22
WA35712451,SE706462-735329,Västerbotten,24
WA35715196,SE669343-155289,Gävleborg,21
WA35722481,SE697331-159546,Västernorrland,22
WA35731951,SE692588-158042,Västernorrland,22
WA35739856,SE708230-144999,Jämtland,23
WA35751361,SE703258-152448,Västernorrland,22
WA35751977,SE690167-155189,Västernorrland,22
WA35752161,SE682825-147684,Gävleborg,21
WA35752787,SE742068-154000,Norrbotten,25
WA35754654,SE737788-167738,Norrbotten,25
WA35756690,SE636720-144662,Jönköping,06
WA35758328,SE651454-139227,Västra Götaland,14
WA35759856,SE723069-165517,Västerbotten,24
WA35764527,SE643941-137186,Västra Götaland,14
WA35766465,SE712787-152784,Västerbotten,24
WA35769665,SE725306-154323,Västerbotten,24
WA35778267,SE656981-128887,Västra Götaland,14
WA35778267,SE656981-128887,Värmland,17
WA35780199,SE642987-128275,Västra Götaland,14
WA35780539,SE695573-152245,Jämtland,23
WA35795182,SE661923-143303,Örebro,18
WA35804916,SE670835-133001,Värmland,17
WA35818456,SE716311-716636,Västerbotten,24
WA35822974,SE647658-144426,Östergötland,05
WA35828846,SE680749-146381,Dalarna,20
WA35830677,SE703501-157313,Västernorrland,22
WA35832645,SE705783-154350,Västernorrland,22
WA35838319,SE675747-511231,Dalarna,20
WA35839046,SE717045-144595,Jämtland,23
WA35843889,SE684816-145041,Gävleborg,21
WA35848927,SE694633-159803,Västernorrland,22
WA35862472,SE735920-152830,Norrbotten,25
WA35863903,SE741467-176712,Norrbotten,25
WA35873060,SE632335-134972,Halland,13
WA35877045,SE695112-157381,Västernorrland,22
WA35884942,SE703648-133186,Jämtland,23
WA35890024,SE673909-132539,Värmland,17
WA35891169,SE730232-153890,Västerbotten,24
WA35906290,SE720763-145978,Västerbotten,24
WA35912132,SE710319-170651,Västerbotten,24
WA35912815,SE683973-141263,Jämtland,23
WA35912815,SE683973-141263,Dalarna,20
WA35912909,SE674665-154866,Gävleborg,21
WA35920017,SE716557-143432,Jämtland,23
WA35922765,SE731384-145181,Västerbotten,24
WA35922932,SE659427-135278,Värmland,17
WA35924558,SE722233-150921,Västerbotten,24
WA35924677,SE734935-669628,Norrbotten,25
WA35926475,SE670181-133908,Värmland,17
WA35930582,SE696223-157560,Västernorrland,22
WA35931642,SE721905-144542,Västerbotten,24
WA35942055,SE718683-723960,Västerbotten,24
WA35957200,SE702740-158267,Västernorrland,22
WA35971221,SE635339-142095,Jönköping,06
WA35987171,SE726291-149612,Västerbotten,24
WA35992300,SE673516-157221,Gävleborg,21
WA35993300,SE672995-154602,Gävleborg,21
WA35999966,SE675539-149833,Dalarna,20
WA36013258,SE693123-136081,Jämtland,23
WA36016935,SE666549-152871,Dalarna,20
WA36020680,SE693274-143728,Jämtland,23
WA36023006,SE656621-144836,Örebro,18
WA36024442,SE723801-172425,Västerbotten,24
WA36024789,SE759001-177881,Norrbotten,25
WA36024999,SE651223-149077,Östergötland,05
WA36033436,SE680344-144789,Dalarna,20
WA36039914,SE687185-138370,Jämtland,23
WA36046275,SE727802-160951,Norrbotten,25
WA36047314,SE736191-176740,Norrbotten,25
WA36055460,SE738144-174108,Norrbotten,25
WA36058583,SE700196-521717,Jämtland,23
WA36065753,SE705207-134744,Jämtland,23
WA36077911,SE708552-146529,Jämtland,23
WA36084458,SE631205-142483,Kronoberg,07
WA36086510,SE745266-159075,Norrbotten,25
WA36086676,SE748166-170110,Norrbotten,25
WA36088081,SE706435-161056,Västernorrland,22
WA36089112,SE717931-149536,Västerbotten,24
WA36096722,SE644707-155881,Östergötland,05
WA36097185,SE665955-152285,Dalarna,20
WA36097185,SE665955-152285,Västmanland,19
WA36097274,SE716092-168527,Västerbotten,24
WA36101083,SE653293-130667,Västra Götaland,14
WA36102509,SE762120-173980,Norrbotten,25
WA36124674,SE695250-151686,Västernorrland,22
WA36125022,SE677102-141284,Dalarna,20
WA36133778,SE752925-159812,Norrbotten,25
WA36135530,SE700111-132151,Jämtland,23
WA36143993,SE699177-145577,Jämtland,23
WA36154085,SE752622-179776,Norrbotten,25
WA36172893,SE741019-160449,Norrbotten,25
WA36178948,SE671267-138867,Dalarna,20
WA36180106,SE698691-134605,Jämtland,23
WA36184344,SE654442-149215,Södermanland,04
WA36188816,SE743383-159097,Norrbotten,25
WA36201820,SE716418-176061,Västerbotten,24
WA36203618,SE701921-162721,Västernorrland,22
WA36206092,SE674394-559130,Dalarna,20
WA36208366,SE681866-153364,Gävleborg,21
WA36212597,SE638533-131840,Västra Götaland,14
WA36226651,SE726277-170794,Norrbotten,25
WA36230313,SE721824-737606,Västerbotten,24
WA36235272,SE685805-158039,Gävleborg,21
WA36250708,SE652979-125399,Västra Götaland,14
WA36260846,SE732262-163558,Norrbotten,25
WA36260847,SE694871-160018,Västernorrland,22
WA36281488,SE678662-144649,Dalarna,20
WA36284853,SE689275-142320,Jämtland,23
WA36292002,SE669409-140151,Dalarna,20
WA36295836,SE682842-143728,Gävleborg,21
WA36295836,SE682842-143728,Dalarna,20
WA36299435,SE655384-152476,Södermanland,04
WA36300282,SE629509-130907,Halland,13
WA36302819,SE729753-174880,Norrbotten,25
WA36305834,SE715334-158126,Västerbotten,24
WA36307232,SE724221-149677,Västerbotten,24
WA36318937,SE670557-157037,Gävleborg,21
WA36330199,SE691352-156161,Västernorrland,22
WA36334780,SE737337-176292,Norrbotten,25
WA36342696,SE660041-143928,Örebro,18
WA36343244,SE646070-325763,Västra Götaland,14
WA36343248,SE690192-144502,Jämtland,23
WA36346556,SE695663-137235,Jämtland,23
WA36348342,SE716618-165327,Västerbotten,24
WA36362418,SE754294-169228,Norrbotten,25
WA36364734,SE652218-157407,Södermanland,04
WA36366761,SE690844-144769,Jämtland,23
WA36367500,SE707292-137779,Jämtland,23
WA36373307,SE686868-147857,Gävleborg,21
WA36380980,SE710340-142675,Jämtland,23
WA36390086,SE729402-495314,Västerbotten,24
WA36397010,SE651742-129440,Västra Götaland,14
WA36398182,SE680720-149158,Gävleborg,21
WA36400212,SE744108-183573,Norrbotten,25
WA36412929,SE640182-154482,Kalmar,08
WA36414881,SE703103-159462,Västernorrland,22
WA36419734,SE672492-144031,Dalarna,20
WA36422402,SE678549-563412,Gävleborg,21
WA36427429,SE686457-152486,Gävleborg,21
WA36432967,SE697172-131960,Jämtland,23
WA36444720,SE766575-169472,Norrbotten,25
WA36445256,SE714947-144052,Jämtland,23
WA36446590,SE756964-166617,Norrbotten,25
WA36452366,SE701909-162694,Västernorrland,22
WA36454127,SE657810-140356,Värmland,17
WA36455817,SE644224-152925,Kalmar,08
WA36461142,SE709992-152491,Jämtland,23
WA36462556,SE660027-132352,Värmland,17
WA36466561,SE735335-174835,Norrbotten,25
WA36466689,SE632576-145364,Kronoberg,07
WA36470016,SE650246-128673,Västra Götaland,14
WA36471790,SE760049-175398,Norrbotten,25
WA36475115,SE660255-145128,Örebro,18
WA36476214,SE725305-171864,Norrbotten,25
WA36476558,SE698924-131717,Jämtland,23
WA36483488,SE681396-140150,Dalarna,20
WA36485196,SE689655-146645,Jämtland,23
WA36489076,SE724320-160838,Västerbotten,24
WA36496721,SE717462-143384,Jämtland,23
WA36505668,SE712661-148248,Jämtland,23
WA36513657,SE728815-171510,Norrbotten,25
WA36533696,SE670168-140106,Dalarna,20
WA36539262,SE151-102-R,Nordland,N18
WA36539262,SE151-102-R,Västerbotten,24
WA36544211,SE645814-149227,Östergötland,05
WA36544845,SE724224-151024,Västerbotten,24
WA36551864,SE717343-168504,Västerbotten,24
WA36555527,SE758311-162892,Norrbotten,25
WA36556832,SE651029-124710,Västra Götaland,14
WA36564492,SE630998-141791,Kronoberg,07
WA36571529,SE718216-789377,Västerbotten,24
WA36586639,SE684930-155380,Gävleborg,21
WA36610610,SE721826-174131,Västerbotten,24
WA36612356,SE736154-166589,Norrbotten,25
WA36615554,SE630074-148746,Kronoberg,07
WA36615554,SE630074-148746,Kalmar,08
WA36618700,SE655044-130086,Västra Götaland,14
WA36622036,SE662471-386812,Värmland,17
WA36627743,SE701845-143332,Jämtland,23
WA36627974,SE748631-172787,Norrbotten,25
WA36631599,SE733337-150846,Västerbotten,24
WA36642742,SE741904-168442,Norrbotten,25
WA36658053,SE703275-156133,Västernorrland,22
WA36668225,SE630719-149338,Kalmar,08
WA36668225,SE630719-149338,Kronoberg,07
WA36671097,SE682569-156332,Gävleborg,21
WA36673564,SE637183-447253,Jönköping,06
WA36674342,SE735545-162337,Norrbotten,25
WA36679991,SE710145-167078,Västerbotten,24
WA36680419,SE723753-149775,Västerbotten,24
WA36690861,SE685302-133048,Dalarna,20
WA36692119,SE662387-373027,Värmland,17
WA36696469,SE628944-146602,Kronoberg,07
WA36699077,SE710409-138523,Jämtland,23
WA36704511,SE635542-141775,Jönköping,06
WA36716826,SE671834-146044,Dalarna,20
WA36718139,SE709427-170407,Västerbotten,24
WA36734721,SE644932-127552,Västra Götaland,14
WA36736377,SE664669-133615,Värmland,17
WA36737330,SE654401-131660,Västra Götaland,14
WA36741967,SE667146-134362,Värmland,17
WA36748993,SE716514-146629,Jämtland,23
WA36750829,SE669366-133799,Värmland,17
WA36769087,SE747078-180145,Norrbotten,25
WA36777573,SE728908-150604,Västerbotten,24
WA36781648,SE716494-171657,Västerbotten,24
WA36786719,SE700072-156367,Västernorrland,22
WA36789637,SE658644-150055,Västmanland,19
WA36789637,SE658644-150055,Örebro,18
WA36812267,SE695418-154336,Västernorrland,22
WA36815517,SE626852-149948,Kalmar,08
WA36816532,SE680316-147270,Dalarna,20
WA36817628,SE682184-144245,Gävleborg,21
WA36822879,SE668929-150210,Dalarna,20
WA36827518,SE665361-139735,Värmland,17
WA36838546,SE713251-571725,Västerbotten,24
WA36846974,SE732279-848573,Norrbotten,25
WA36850019,SE717339-774195,Västerbotten,24
WA36856414,SE701662-146044,Jämtland,23
WA36864547,SE652856-147444,Örebro,18
WA36864547,SE652856-147444,Östergötland,05
WA36864633,SE662118-142911,Örebro,18
WA36864965,SE652726-157096,Södermanland,04
WA36865401,SE733426-181987,Norrbotten,25
WA36879550,SE661985-155718,Uppsala,03
WA36879550,SE661985-155718,Västmanland,19
WA36882702,SE644423-131261,Västra Götaland,14
WA36883403,SE739489-165925,Norrbotten,25
WA36885483,SE686383-149132,Gävleborg,21
WA36896912,SE691712-142959,Jämtland,23
WA36915254,SE738363-161943,Norrbotten,25
