Vatten_ID,EU_CD,Municipality,Municipality_no
WA13215716,SE706489-154301,Sollefteå,2283
WA13220155,SE659973-131515,Arvika,1784
WA13224588,SE700207-148829,Ragunda,2303
WA13226811,SE675913-138636,Mora,2062
WA13229699,SE707204-161537,Örnsköldsvik,2284
WA13234168,SE709069-171016,Umeå,2480
WA13254158,SE673052-154571,Sandviken,2181
WA13264240,SE748847-173860,Gällivare,2523
WA13274146,SE691348-156327,Sundsvall,2281
WA13275760,SE708182-138123,Krokom,2309
WA13277696,SE678057-143174,Mora,2062
WA13277696,SE678057-143174,Orsa,2034
WA13281495,SE660541-135603,Kil,1715
WA13283923,SE733762-145572,Storuman,2421
WA13289887,SE673524-526122,Falun,2080
WA13300939,SE674467-148077,Falun,2080
WA13300939,SE674467-148077,Leksand,2029
WA13311544,SE694921-598526,Sundsvall,2281
WA13319187,SE634200-138350,Värnamo,0683
WA13324550,SE697488-157521,Härnösand,2280
WA13342221,SE745614-170162,Gällivare,2523
WA13350865,SE708270-141500,Krokom,2309
WA13351541,SE735663-186664,Haparanda,2583
WA13352814,SE746118-154094,Jokkmokk,2510
WA13370976,SE677987-148786,Rättvik,2031
WA13374153,SE634656-468934,Sävsjö,0684
WA13375196,SE763396-168455,Kiruna,2584
WA13377023,SE745499-172223,Gällivare,2523
WA13377896,SE722563-176252,Skellefteå,2482
WA13391538,SE740820-166287,Jokkmokk,2510
WA13397208,SE642162-155345,Västervik,0883
WA13423105,SE711264-151057,Strömsund,2313
WA13428485,SE704194-152856,Sollefteå,2283
WA13435472,SE714312-143433,Strömsund,2313
WA13437049,SE693393-139328,Härjedalen,2361
WA13442945,SE726049-170590,Piteå,2581
WA13446900,SE753751-154805,Gällivare,2523
WA13452716,SE689695-149239,Ljusdal,2161
WA13464505,SE714962-162664,Lycksele,2481
WA13464900,SE699084-133093,Åre,2321
WA13468510,SE687367-145871,Härjedalen,2361
WA13486081,SE710033-162346,Åsele,2463
WA13493477,SE736161-162533,Arjeplog,2506
WA13494259,SE729815-148248,Storuman,2421
WA13498761,SE686122-153935,Hudiksvall,2184
WA13502577,SE728252-157581,Sorsele,2422
WA13515073,SE663403-146392,Lindesberg,1885
WA13515723,SE682164-136695,Älvdalen,2039
WA13524832,SE672415-138599,Malung-Sälen,2023
WA13530904,SE673133-153086,Falun,2080
WA13530904,SE673133-153086,Sandviken,2181
WA13531861,SE687560-157783,Nordanstig,2132
WA13537180,SE704760-134753,Åre,2321
WA13540455,SE708517-513579,Strömsund,2313
WA13541315,SE765291-168551,Kiruna,2584
WA13546431,SE679612-150458,Ovanåker,2121
WA13549224,SE725656-145544,Vilhelmina,2462
WA13554299,SE635847-148531,Hultsfred,0860
WA13564564,SE697956-141525,Berg,2326
WA13565010,SE645349-139581,Hjo,1497
WA13565010,SE645349-139581,Tidaholm,1498
WA13578144,SE684173-158934,Hudiksvall,2184
WA13579653,SE689841-158081,Sundsvall,2281
WA13584093,SE735610-161742,Arjeplog,2506
WA13590412,SE745106-169943,Gällivare,2523
WA13596154,SE708530-539354,Strömsund,2313
WA13599917,SE687187-148924,Ljusdal,2161
WA13609647,SE729623-832983,Luleå,2580
WA13615726,SE757539-178270,Kiruna,2584
WA13619089,SE636707-135134,Tranemo,1452
WA13636779,SE678274-147369,Rättvik,2031
WA13643030,SE718946-158877,Storuman,2421
WA13643404,SE635613-157629,Borgholm,0885
WA13644137,SE688541-136175,Härjedalen,2361
WA13644137,SE688541-136175,Älvdalen,2039
WA13644686,SE738892-544498,Arjeplog,2506
WA13647857,SE674656-137016,Malung-Sälen,2023
WA13651541,SE721250-143150,Strömsund,2313
WA13662199,SE727674-592527,Sorsele,2422
WA13666380,SE623778-500299,Karlshamn,1082
WA13666380,SE623778-500299,Ronneby,1081
WA13668681,SE709208-154659,Sollefteå,2283
WA13678815,SE759332-159590,Kiruna,2584
WA13681609,SE738952-182893,Överkalix,2513
WA13681609,SE738952-182893,Övertorneå,2518
WA13685176,SE722453-144255,Vilhelmina,2462
WA13690813,SE734399-179285,Luleå,2580
WA13703460,SE714608-145567,Strömsund,2313
WA13706115,SE672829-155699,Sandviken,2181
WA13712152,SE710303-159060,Åsele,2463
WA13713934,SE730356-151059,Sorsele,2422
WA13715173,SE683091-148057,Ovanåker,2121
WA13726432,SE672708-612421,Gävle,2180
WA13729399,SE631102-134135,Hylte,1315
WA13745277,SE707786-155708,Sollefteå,2283
WA13746227,SE637242-126980,Kungsbacka,1384
WA13748941,SE723109-156718,Storuman,2421
WA13749969,SE658092-130066,Årjäng,1765
WA13757088,SE705696-158624,Örnsköldsvik,2284
WA13758246,SE721030-170043,Norsjö,2417
WA13765948,SE660590-138036,Karlstad,1780
WA13779535,SE670842-154049,Hofors,2104
WA13785497,SE679920-139517,Älvdalen,2039
WA13789793,SE644360-133054,Essunga,1445
WA13789793,SE644360-133054,Herrljunga,1466
WA13789793,SE644360-133054,Vårgårda,1442
WA13794515,SE654829-286917,Strömstad,1486
WA13797148,SE698305-140577,Berg,2326
WA13801355,SE716685-176279,Skellefteå,2482
WA13803304,SE656650-358384,Säffle,1785
WA13810590,SE681076-143008,Orsa,2034
WA13814300,SE656294-141661,Degerfors,1862
WA13814780,SE653242-151488,Finspång,0562
WA13817022,SE650944-141609,Karlsborg,1446
WA13823291,SE671042-153916,Hofors,2104
WA13843938,SE719511-165009,Lycksele,2481
WA13847078,SE668976-153978,Avesta,2084
WA13853355,SE759342-160573,Kiruna,2584
WA13861508,SE657880-128067,Årjäng,1765
WA13865997,SE648788-464363,Karlsborg,1446
WA13868891,SE692195-142913,Berg,2326
WA13870230,SE629623-141900,Alvesta,0764
WA13871074,SE635013-132880,Svenljunga,1465
WA13871077,SE717764-459011,Strömsund,2313
WA13873935,SE687448-157624,Nordanstig,2132
WA13884451,SE707125-134526,Åre,2321
WA13913907,SE714817-142813,Strömsund,2313
WA13923502,SE756031-166777,Kiruna,2584
WA13926247,SE719226-170076,Norsjö,2417
WA13926247,SE719226-170076,Skellefteå,2482
WA13931816,SE696430-574657,Bräcke,2305
WA13931816,SE696430-574657,Sundsvall,2281
WA13949812,SE680806-142848,Orsa,2034
WA13958480,SE729567-171168,Älvsbyn,2560
WA13958510,SE750868-165020,Gällivare,2523
WA13959114,SE724095-149810,Vilhelmina,2462
WA13972157,SE710258-155474,Åsele,2463
WA13972912,SE633258-130141,Varberg,1383
WA13972925,SE680849-155416,Söderhamn,2182
WA13973368,SE691105-136255,Härjedalen,2361
WA13986966,SE719931-162998,Lycksele,2481
WA13986978,SE706867-153988,Sollefteå,2283
WA13996092,SE746178-180174,Pajala,2521
WA14006553,SE697190-152060,Bräcke,2305
WA14011444,SE616936-135849,Lund,1281
WA14011444,SE616936-135849,Sjöbo,1265
WA14011637,SE734942-158786,Arjeplog,2506
WA14015477,SE725395-165697,Arvidsjaur,2505
WA14022005,SE656733-653459,Salem,0128
WA14022005,SE656733-653459,Södertälje,0181
WA14033922,SE701102-144305,Östersund,2380
WA14043184,SE729009-508085,Storuman,2421
WA14043688,SE690308-136182,Härjedalen,2361
WA14049708,SE650536-154919,Norrköping,0581
WA14049708,SE650536-154919,Nyköping,0480
WA14055601,SE740277-151176,Arjeplog,2506
WA14055823,SE724822-154270,Storuman,2421
WA14060426,SE714769-170046,Vindeln,2404
WA14068026,SE642817-154050,Västervik,0883
WA14074505,SE680533-562304,Ovanåker,2121
WA14086741,SE732275-163270,Arvidsjaur,2505
WA14089932,SE734010-166372,Jokkmokk,2510
WA14091055,SE713732-171552,Umeå,2480
WA14097014,SE640826-585454,Västervik,0883
WA14100930,SE730493-145712,Storuman,2421
WA14102074,SE725559-169773,Skellefteå,2482
WA14104847,SE700206-149697,Ragunda,2303
WA14130418,SE730178-150504,Sorsele,2422
WA14142111,SE656272-128215,Bengtsfors,1460
WA14149836,SE677444-142249,Mora,2062
WA14170181,SE651031-147663,Motala,0583
WA14175086,SE740233-184152,Övertorneå,2518
WA14181418,SE730610-168339,Arvidsjaur,2505
WA14181487,SE709219-165308,Bjurholm,2403
WA14188430,SE702760-160373,Örnsköldsvik,2284
WA14193661,SE727467-176988,Piteå,2581
WA14197937,SE732774-145513,Storuman,2421
WA14205245,SE747329-158750,Jokkmokk,2510
WA14217563,SE735044-172250,Boden,2582
WA14218092,SE638366-150117,Vimmerby,0884
WA14221475,SE657405-129657,Bengtsfors,1460
WA14228406,SE683848-133087,Älvdalen,2039
WA14231541,SE750186-154123,Jokkmokk,2510
WA14231741,SE705212-167466,Nordmaling,2401
WA14233085,SE655330-147073,Hallsberg,1861
WA14233085,SE655330-147073,Kumla,1881
WA14236217,SE715240-151352,Dorotea,2425
WA14238020,SE709573-137594,Åre,2321
WA14260307,SE741707-693230,Jokkmokk,2510
WA14267685,SE743546-181811,Pajala,2521
WA14275634,SE670009-138616,Malung-Sälen,2023
WA14287196,SE686895-543607,Ljusdal,2161
WA14288362,SE686177-156364,Nordanstig,2132
WA14304138,SE653948-144690,Askersund,1882
WA14304138,SE653948-144690,Hallsberg,1861
WA14307776,SE734096-175124,Boden,2582
WA14308537,SE615015-136863,Ystad,1286
WA14311308,SE621853-392397,Klippan,1276
WA14313656,SE701081-156758,Sollefteå,2283
WA14313995,SE754812-161774,Kiruna,2584
WA14323535,SE667484-153087,Avesta,2084
WA14326271,SE679192-434761,Älvdalen,2039
WA14327971,SE156-507-R,Arjeplog,2506
WA14327971,SE156-507-R,Rana,N1833
WA14327971,SE156-507-R,Sorsele,2422
WA14352021,SE719905-154626,Vilhelmina,2462
WA14352437,SE725241-170585,Piteå,2581
WA14352437,SE725241-170585,Skellefteå,2482
WA14357836,SE704160-160640,Örnsköldsvik,2284
WA14371713,SE666886-146043,Ludvika,2085
WA14376544,SE701469-147148,Ragunda,2303
WA14379043,SE724463-151202,Vilhelmina,2462
WA14385977,SE630734-133633,Halmstad,1380
WA14385977,SE630734-133633,Hylte,1315
WA14390726,SE623047-136862,Hässleholm,1293
WA14395591,SE636888-368263,Mark,1463
WA14406354,SE665959-139716,Filipstad,1782
WA14406354,SE665959-139716,Hagfors,1783
WA14428148,SE696584-140349,Berg,2326
WA14432176,SE759842-160183,Kiruna,2584
WA14440368,SE680179-156756,Söderhamn,2182
WA14441000,SE652110-147415,Motala,0583
WA14446679,SE671956-482871,Leksand,2029
WA14447604,SE709359-151051,Strömsund,2313
WA14455492,SE713727-693210,Lycksele,2481
WA14457111,SE678843-138190,Älvdalen,2039
WA14472411,SE753672-164237,Kiruna,2584
WA14473967,SE725696-151471,Storuman,2421
WA14482374,SE630886-130898,Falkenberg,1382
WA14484036,SE704332-148658,Strömsund,2313
WA14493703,SE626347-147025,Tingsryd,0763
WA14498351,SE742527-151352,Arjeplog,2506
WA14501608,SE708769-139397,Krokom,2309
WA14504682,SE681711-137095,Älvdalen,2039
WA14508202,SE626542-143140,Tingsryd,0763
WA14510245,SE668924-137124,Hagfors,1783
WA14510245,SE668924-137124,Torsby,1737
WA14512540,SE687579-142582,Härjedalen,2361
WA14512867,SE733338-167464,Jokkmokk,2510
WA14517913,SE717651-155780,Vilhelmina,2462
WA14520308,SE690955-134021,Härjedalen,2361
WA14523943,SE742738-176812,Gällivare,2523
WA14526311,SE701307-150422,Ragunda,2303
WA14544153,SE734382-168013,Jokkmokk,2510
WA14545642,SE711433-167752,Vindeln,2404
WA14548492,SE670517-139092,Malung-Sälen,2023
WA14555137,SE709385-162754,Örnsköldsvik,2284
WA14571200,SE639988-130661,Bollebygd,1443
WA14571200,SE639988-130661,Härryda,1401
WA14576472,SE631218-130955,Falkenberg,1382
WA14579464,SE708989-161189,Örnsköldsvik,2284
WA14580131,SE673427-581629,Sandviken,2181
WA14584790,SE714057-149514,Strömsund,2313
WA14588753,SE665618-128547,Eda,1730
WA14588753,SE665618-128547,Eidskog,N420
WA14599294,SE759212-165409,Kiruna,2584
WA14603444,SE720400-144595,Strömsund,2313
WA14610151,SE714879-155875,Vilhelmina,2462
WA14612184,SE697766-157905,Härnösand,2280
WA14612184,SE697766-157905,Kramfors,2282
WA14612184,SE697766-157905,Sollefteå,2283
WA14612337,SE686962-154473,Hudiksvall,2184
WA14634834,SE630664-140483,Ljungby,0781
WA14637329,SE715424-165989,Vindeln,2404
WA14641524,SE712693-171335,Umeå,2480
WA14646369,SE742633-158360,Jokkmokk,2510
WA14648100,SE677032-142610,Mora,2062
WA14648469,SE706897-168718,Nordmaling,2401
WA14653634,SE671878-156188,Gävle,2180
WA14656519,SE723672-143999,Vilhelmina,2462
WA14669758,SE678509-148063,Rättvik,2031
WA14679367,SE688402-145463,Härjedalen,2361
WA14686833,SE753450-807898,Kiruna,2584
WA14689965,SE718649-163064,Lycksele,2481
WA14695610,SE732210-174925,Boden,2582
WA14698909,SE712477-598287,Åsele,2463
WA14701705,SE712318-142494,Krokom,2309
WA14703208,SE681837-147341,Ovanåker,2121
WA14712254,SE675326-156501,Gävle,2180
WA14715988,SE681466-141276,Mora,2062
WA14717689,SE666172-135650,Sunne,1766
WA14740334,SE625191-134352,Laholm,1381
WA14740334,SE625191-134352,Örkelljunga,1257
WA14742719,SE699345-154832,Ragunda,2303
WA14750811,SE699246-160206,Kramfors,2282
WA14750961,SE755612-175993,Kiruna,2584
WA14759355,SE632577-144477,Växjö,0780
WA14759970,SE703215-165253,Örnsköldsvik,2284
WA14761361,SE678348-151091,Ovanåker,2121
WA14772023,SE747832-151624,Jokkmokk,2510
WA14783999,SE673099-156782,Gävle,2180
WA14784514,SE655161-149575,Vingåker,0428
WA14784514,SE655161-149575,Örebro,1880
WA14789539,SE672190-152971,Sandviken,2181
WA14792666,SE634053-128887,Varberg,1383
WA14803499,SE697349-135124,Berg,2326
WA14815287,SE664175-128750,Eda,1730
WA14825037,SE701421-131235,Meråker,N1711
WA14825037,SE701421-131235,Åre,2321
WA14827544,SE753430-626115,Gällivare,2523
WA14831555,SE673605-154556,Sandviken,2181
WA14842025,SE732559-186281,Haparanda,2583
WA14862040,SE746389-172115,Gällivare,2523
WA14865193,SE683779-147048,Ljusdal,2161
WA14869272,SE687663-152476,Hudiksvall,2184
WA14869765,SE685894-157192,Hudiksvall,2184
WA14870536,SE636042-144769,Vetlanda,0685
WA14886152,SE712661-171355,Umeå,2480
WA14886307,SE671582-154327,Sandviken,2181
WA14888094,SE682058-147375,Ovanåker,2121
WA14892932,SE699974-141750,Åre,2321
WA14894140,SE640011-151453,Vimmerby,0884
WA14894375,SE749390-158561,Jokkmokk,2510
WA14897764,SE711121-157237,Åsele,2463
WA14907124,SE718306-143212,Strömsund,2313
WA14916088,SE737884-159541,Arjeplog,2506
WA14925236,SE713079-142207,Krokom,2309
WA14933302,SE737442-153464,Arjeplog,2506
WA14936836,SE726910-153124,Storuman,2421
WA14940600,SE712289-165481,Lycksele,2481
WA14946877,SE622639-133859,Klippan,1276
WA14946877,SE622639-133859,Perstorp,1275
WA14954928,SE730977-147131,Storuman,2421
WA14958326,SE728166-798226,Piteå,2581
WA14958927,SE636597-133113,Svenljunga,1465
WA14961001,SE715958-170656,Skellefteå,2482
WA14964537,SE714485-146464,Strömsund,2313
WA14968667,SE715762-147347,Strömsund,2313
WA14976638,SE624118-132524,Ängelholm,1292
WA14985083,SE737505-149011,Arjeplog,2506
WA14992139,SE710586-135992,Åre,2321
WA15013077,SE684257-154355,Hudiksvall,2184
WA15024287,SE704155-160493,Örnsköldsvik,2284
WA15054975,SE723486-149250,Vilhelmina,2462
WA15057468,SE714406-143865,Strömsund,2313
WA15069378,SE684879-549129,Ljusdal,2161
WA15090284,SE644020-155409,Valdemarsvik,0563
WA15099244,SE736553-170538,Jokkmokk,2510
WA15099579,SE700828-150624,Ragunda,2303
WA15106797,SE737360-162687,Arjeplog,2506
WA15107641,SE679530-152324,Bollnäs,2183
WA15115202,SE685617-136829,Älvdalen,2039
WA15117860,SE702701-156551,Sollefteå,2283
WA15126853,SE626377-147090,Tingsryd,0763
WA15135404,SE733604-182258,Kalix,2514
WA15142801,SE742807-182329,Pajala,2521
WA15152335,SE718000-153582,Vilhelmina,2462
WA15152896,SE697087-137717,Berg,2326
WA15157022,SE663285-157714,Enköping,0381
WA15157022,SE663285-157714,Uppsala,0380
WA15164959,SE734209-184131,Kalix,2514
WA15165797,SE690527-152404,Ånge,2260
WA15170376,SE669688-571015,Hedemora,2083
WA15178563,SE722848-175783,Skellefteå,2482
WA15182191,SE692727-156828,Sundsvall,2281
WA15187648,SE698743-146927,Bräcke,2305
WA15188667,SE677602-157190,Söderhamn,2182
WA15195868,SE712183-161062,Åsele,2463
WA15196060,SE738407-158079,Arjeplog,2506
WA15203980,SE678319-151571,Bollnäs,2183
WA15218512,SE702629-681822,Örnsköldsvik,2284
WA15219354,SE655183-153056,Katrineholm,0483
WA15238174,SE678415-136778,Malung-Sälen,2023
WA15238394,SE744813-153819,Jokkmokk,2510
WA15259301,SE639297-142902,Nässjö,0682
WA15269983,SE675479-133883,Torsby,1737
WA15271007,SE663876-140022,Filipstad,1782
WA15276568,SE699110-152212,Bräcke,2305
WA15287705,SE738656-167485,Jokkmokk,2510
WA15291945,SE662541-157317,Enköping,0381
WA15308721,SE693723-132682,Härjedalen,2361
WA15317358,SE681354-604330,Hudiksvall,2184
WA15317358,SE681354-604330,Söderhamn,2182
WA15319485,SE718849-173686,Skellefteå,2482
WA15324742,SE686042-153798,Hudiksvall,2184
WA15328077,SE677695-144287,Orsa,2034
WA15333815,SE652937-146428,Askersund,1882
WA15339677,SE705427-134126,Åre,2321
WA15352547,SE625637-369083,Båstad,1278
WA15372984,SE639969-141762,Jönköping,0680
WA15372984,SE639969-141762,Nässjö,0682
WA15376846,SE706065-532231,Strömsund,2313
WA15378367,SE712130-147474,Strömsund,2313
WA15381485,SE654563-130048,Bengtsfors,1460
WA15382519,SE725317-155866,Sorsele,2422
WA15388393,SE694672-160658,Härnösand,2280
WA15388756,SE670258-155968,Gävle,2180
WA15388756,SE670258-155968,Sandviken,2181
WA15400144,SE715292-146902,Strömsund,2313
WA15401595,SE740789-150637,Arjeplog,2506
WA15407097,SE644925-154544,Valdemarsvik,0563
WA15407937,SE741383-184491,Övertorneå,2518
WA15409562,SE665074-139972,Filipstad,1782
WA15422729,SE710165-169664,Vännäs,2460
WA15433061,SE630828-152843,Kalmar,0880
WA15433061,SE630828-152843,Mönsterås,0861
WA15433061,SE630828-152843,Nybro,0881
WA15433925,SE696602-148039,Bräcke,2305
WA15458852,SE743688-166862,Jokkmokk,2510
WA15460604,SE696490-148735,Bräcke,2305
WA15465984,SE620276-140087,Kristianstad,1290
WA15469171,SE753945-172443,Kiruna,2584
WA15470324,SE680342-142336,Mora,2062
WA15473601,SE660714-134487,Kil,1715
WA15474419,SE638760-137501,Jönköping,0680
WA15474713,SE639793-143813,Nässjö,0682
WA15485024,SE683895-151219,Ljusdal,2161
WA15493956,SE741813-164929,Jokkmokk,2510
WA15507410,SE740877-184337,Övertorneå,2518
WA15515603,SE684528-148421,Ljusdal,2161
WA15516787,SE685845-136166,Älvdalen,2039
WA15518783,SE763726-169886,Kiruna,2584
WA15522688,SE729371-797648,Luleå,2580
WA15533462,SE673905-147928,Falun,2080
WA15535051,SE636634-128664,Kungsbacka,1384
WA15536044,SE706223-140674,Krokom,2309
WA15551933,SE657707-142085,Degerfors,1862
WA15551933,SE657707-142085,Karlskoga,1883
WA15552010,SE732961-176311,Boden,2582
WA15554630,SE750037-154019,Jokkmokk,2510
WA15572796,SE718552-148352,Dorotea,2425
WA15575738,SE701903-139875,Åre,2321
WA15578318,SE739593-170681,Jokkmokk,2510
WA15585837,SE733300-183361,Kalix,2514
WA15591123,SE655016-128700,Bengtsfors,1460
WA15591123,SE655016-128700,Dals-Ed,1438
WA15594994,SE696812-153995,Sundsvall,2281
WA15597635,SE678512-156883,Söderhamn,2182
WA15607184,SE689724-156409,Sundsvall,2281
WA15612004,SE722556-174986,Skellefteå,2482
WA15614824,SE712590-158574,Åsele,2463
WA15615656,SE657795-140256,Kristinehamn,1781
WA15619094,SE706216-157854,Örnsköldsvik,2284
WA15646785,SE695352-133596,Härjedalen,2361
WA15667608,SE713222-148659,Strömsund,2313
WA15684870,SE686969-573511,Hudiksvall,2184
WA15685690,SE704426-137585,Åre,2321
WA15697487,SE661341-153083,Hallstahammar,1961
WA15697487,SE661341-153083,Västerås,1980
WA15719536,SE645405-128007,Lilla Edet,1462
WA15719689,SE663727-131802,Arvika,1784
WA15722312,SE683716-151357,Ljusdal,2161
WA15725178,SE716616-176807,Skellefteå,2482
WA15729947,SE631191-134841,Hylte,1315
WA15735843,SE707373-163220,Örnsköldsvik,2284
WA15736235,SE709235-144724,Krokom,2309
WA15741846,SE694215-153406,Ånge,2260
WA15743266,SE682361-149849,Ovanåker,2121
WA15752092,SE685669-130813,Älvdalen,2039
WA15753390,SE721714-170984,Skellefteå,2482
WA15767148,SE740210-178029,Gällivare,2523
WA15767148,SE740210-178029,Överkalix,2513
WA15768661,SE685210-148966,Ljusdal,2161
WA15773248,SE694759-141875,Berg,2326
WA15775340,SE761020-168397,Kiruna,2584
WA15778550,SE708177-154942,Sollefteå,2283
WA15789105,SE733181-151885,Sorsele,2422
WA15792808,SE715246-143013,Strömsund,2313
WA15798166,SE731833-780435,Boden,2582
WA15801871,SE630088-133068,Halmstad,1380
WA15802006,SE659099-497416,Nora,1884
WA15809949,SE733151-161523,Arjeplog,2506
WA15810209,SE693833-144861,Berg,2326
WA15810209,SE693833-144861,Ånge,2260
WA15817449,SE675108-605677,Gävle,2180
WA15840678,SE643599-143093,Jönköping,0680
WA15840678,SE643599-143093,Tranås,0687
WA15841523,SE745116-160452,Jokkmokk,2510
WA15845863,SE690296-133709,Härjedalen,2361
WA15845863,SE690296-133709,Älvdalen,2039
WA15847557,SE722608-741433,Skellefteå,2482
WA15849198,SE747500-152319,Jokkmokk,2510
WA15850085,SE709943-138130,Krokom,2309
WA15862608,SE705393-163458,Örnsköldsvik,2284
WA15869702,SE731123-682686,Arvidsjaur,2505
WA15877388,SE712070-156485,Åsele,2463
WA15880177,SE688819-148167,Ljusdal,2161
WA15882318,SE632726-151814,Högsby,0821
WA15888444,SE732379-164836,Arvidsjaur,2505
WA15898060,SE701586-159088,Sollefteå,2283
WA15902885,SE733654-146441,Sorsele,2422
WA15914080,SE750813-182374,Pajala,2521
WA15916790,SE685598-156937,Hudiksvall,2184
WA15919443,SE635529-372104,Mark,1463
WA15919443,SE635529-372104,Svenljunga,1465
WA15919656,SE702675-139822,Åre,2321
WA15923408,SE621846-370854,Bjuv,1260
WA15923408,SE621846-370854,Åstorp,1277
WA15923408,SE621846-370854,Ängelholm,1292
WA15923473,SE673195-144146,Leksand,2029
WA15926681,SE723600-149920,Vilhelmina,2462
WA15930186,SE689515-144293,Härjedalen,2361
WA15935140,SE669658-145865,Gagnef,2026
