Vatten_ID,EU_CD,Station,Obspoint_ID,Longitude,Latitude,Date,Time,Institution,Depth,EQR8,AindexW5,EindexW3
WA47163044,SE633118-149056,Hela sjön,Hela sjön,15.64943,57.10674,2008-08-03,,SLU,,0.5881684034,0.6676440259,0.2825687422
WA47163044,SE633118-149056,Hela sjön,Hela sjön,15.64943,57.10674,2014-07-28,,SLU,,0.5948837327,0.4410283028,0.4839746002
WA66014911,NW633093-136757,Hela sjön,Hela sjön,13.62844,57.08873,1996-07-30,,SLU,,0.2054657708,0.0382076047,0.6525563688
WA66014911,NW633093-136757,Hela sjön,Hela sjön,13.62844,57.08873,2005-08-01,,SLU,,0.1610411523,0.026256887,0.759142621
WA66014911,NW633093-136757,Hela sjön,Hela sjön,13.62844,57.08873,2013-07-17,,SLU,,0.2931628751,0.0955296981,0.7858457991
WA76983938,NW633152-135733,Hela sjön,Hela sjön,13.446,57.08551,2009-08-17,,SLU,,0.4938877697,0.3122248456,0.5837994819
WA10615054,NW633182-144169,Hela sjön,Hela sjön,14.84183,57.10582,2011-08-01,,SLU,,0.6659162228,0.6925202276,0.4255711249
WA91596859,SE633151-143906,Hela sjön,Hela sjön,14.79959,57.10576,1999-07-14,,SLU,,0.2872215699,0.8026576497,0.2280743138
WA13886006,NW633121-133639,Hela sjön,Hela sjön,13.11117,57.08181,2001-07-25,,SLU,,0.5473372826,0.5350432967,0.3869532903
WA67822896,SE633163-130461,Hela sjön,Hela sjön,12.58342,57.06944,2003-08-06,,SLU,,0.4449975842,0.3360200465,0.4223205015
WA67822896,SE633163-130461,Hela sjön,Hela sjön,12.58342,57.06944,2013-06-09,,SLU,,0.5579018754,0.3775796478,0.4622746173
WA15360674,NW633161-144086,Hela sjön,Hela sjön,14.83618,57.10722,2005-07-14,,SLU,,0.4999937921,0.5614727008,0.5706916834
WA46006818,SE633177-145970,Hela sjön,Hela sjön,15.14011,57.11036,2017-07-11,,SLU,,0.6039841978,0.6150975201,0.504043279
WA52451497,SE633186-136948,Hela sjön,Hela sjön,13.65188,57.09444,1999-07-05,,SLU,,0.2692738047,0.2797184477,0.8197539781
WA52451497,SE633186-136948,Hela sjön,Hela sjön,13.65188,57.09444,2007-07-23,,SLU,,0.3002879675,0.2313192782,0.7940051052
WA52451497,SE633186-136948,Hela sjön,Hela sjön,13.65188,57.09444,2012-07-11,,SLU,,0.533923131,0.3986410606,0.6398685129
WA30073360,NW633200-138220,Hela sjön,Hela sjön,13.86435,57.09845,1996-07-30,,SLU,,0.2861571167,0.0353604165,0.985714322
WA30073360,NW633200-138220,Hela sjön,Hela sjön,13.86435,57.09845,2007-07-30,,SLU,,0.2631732402,0.0468135363,0.7831883094
WA30073360,NW633200-138220,Hela sjön,Hela sjön,13.86435,57.09845,2010-08-02,,SLU,,0.1958425504,0.0046334289,0.8197395821
WA30073360,NW633200-138220,Hela sjön,Hela sjön,13.86435,57.09845,2013-07-16,,SLU,,0.2458044357,0.0459022589,0.9535306365
WA20059899,NW633189-150874,Hela sjön,Hela sjön,15.95641,57.11403,1996-08-26,,SLU,,0.3074149762,0.3789221026,0.3862331734
WA22074532,NW633264-136252,Hela sjön,Hela sjön,13.5285,57.09351,1997-08-05,,SLU,,0.5219162735,0.7826389608,0.1939626538
WA22074532,NW633264-136252,Hela sjön,Hela sjön,13.5285,57.09351,2002-06-25,,SLU,,0.6857072455,0.6882756177,0.4575581731
WA22074532,NW633264-136252,Hela sjön,Hela sjön,13.5285,57.09351,2012-08-13,,SLU,,0.3221994107,0.838553336,0.0827670678
WA14574773,NW633246-141963,Hela sjön,Hela sjön,14.48347,57.10803,1994-08-06,,SLU,,0.555826512,0.6040820472,0.2999815272
WA14574773,NW633246-141963,Hela sjön,Hela sjön,14.48347,57.10803,1995-08-04,,SLU,,0.3420675705,0.5547349641,0.4304461194
WA14574773,NW633246-141963,Hela sjön,Hela sjön,14.48347,57.10803,1996-07-28,,SLU,,0.5249825502,0.5613745251,0.4632455295
WA14574773,NW633246-141963,Hela sjön,Hela sjön,14.48347,57.10803,1997-07-28,,SLU,,0.495414184,0.5638929515,0.425506728
WA14574773,NW633246-141963,Hela sjön,Hela sjön,14.48347,57.10803,1998-07-31,,SLU,,0.4187885242,0.4845297186,0.3916450821
WA14574773,NW633246-141963,Hela sjön,Hela sjön,14.48347,57.10803,1999-08-07,,SLU,,0.3973011518,0.5767166043,0.4353049752
WA14574773,NW633246-141963,Hela sjön,Hela sjön,14.48347,57.10803,2000-07-14,,SLU,,0.4374860203,0.5414753756,0.4582947583
WA14574773,NW633246-141963,Hela sjön,Hela sjön,14.48347,57.10803,2001-07-24,,SLU,,0.3793437737,0.4892497391,0.4954426311
WA14574773,NW633246-141963,Hela sjön,Hela sjön,14.48347,57.10803,2002-08-11,,SLU,,0.3848437125,0.420231779,0.5909172501
WA14574773,NW633246-141963,Hela sjön,Hela sjön,14.48347,57.10803,2003-07-26,,SLU,,0.4814846192,0.3912582194,0.6318272999
WA14574773,NW633246-141963,Hela sjön,Hela sjön,14.48347,57.10803,2004-07-16,,SLU,,0.4744809322,0.4414935026,0.6227367248
WA14574773,NW633246-141963,Hela sjön,Hela sjön,14.48347,57.10803,2005-07-20,,SLU,,0.5005986824,0.3620598957,0.7093862252
WA14574773,NW633246-141963,Hela sjön,Hela sjön,14.48347,57.10803,2006-07-26,,SLU,,0.5087162987,0.4506864676,0.4522705886
WA14574773,NW633246-141963,Hela sjön,Hela sjön,14.48347,57.10803,2007-07-29,,SLU,,0.466919403,0.4206729756,0.6063637192
WA14574773,NW633246-141963,Hela sjön,Hela sjön,14.48347,57.10803,2008-07-30,,SLU,,0.4614236415,0.4978112075,0.5900158754
WA14574773,NW633246-141963,Hela sjön,Hela sjön,14.48347,57.10803,2009-08-02,,SLU,,0.4111597822,0.4189620357,0.6487226475
WA14574773,NW633246-141963,Hela sjön,Hela sjön,14.48347,57.10803,2010-07-17,,SLU,,0.5519787406,0.377936227,0.7193661492
WA14574773,NW633246-141963,Hela sjön,Hela sjön,14.48347,57.10803,2011-07-20,,SLU,,0.5962240247,0.4711452218,0.5922067322
WA14574773,NW633246-141963,Hela sjön,Hela sjön,14.48347,57.10803,2012-07-20,,SLU,,0.380683902,0.4463114287,0.5598411404
WA14574773,NW633246-141963,Hela sjön,Hela sjön,14.48347,57.10803,2013-07-19,,SLU,,0.5400244669,0.5064436398,0.6127620233
WA14574773,NW633246-141963,Hela sjön,Hela sjön,14.48347,57.10803,2015-07-21,,SLU,,0.5722691136,0.5433714148,0.4946947319
WA14574773,NW633246-141963,Hela sjön,Hela sjön,14.48347,57.10803,2017-07-19,,SLU,,0.5510061091,0.5554270423,0.3518558893
WA47475465,NW633250-150111,Hela sjön,Hela sjön,15.83097,57.11744,1996-08-18,,SLU,,0.5432759464,0.6499580706,0.418262821
WA96105522,NW633272-145661,Hela sjön,Hela sjön,15.09941,57.11562,2007-07-29,,SLU,,0.6746324186,0.7467342072,0.2215167051
WA56769289,NW633261-141542,Hela sjön,Hela sjön,14.40566,57.10989,2004-07-29,,SLU,,0.1090907561,0.0075848039,0.8262525033
WA37597666,NW633224-146628,Hela sjön,Hela sjön,15.25554,57.11668,2002-07-01,,SLU,,0.5225838545,0.2785849264,0.5556518551
WA37597666,NW633224-146628,Hela sjön,Hela sjön,15.25554,57.11668,2007-07-15,,SLU,,0.6099837034,0.6923967364,0.3167005152
WA44253279,NW633293-134377,Hela sjön,Hela sjön,13.21764,57.09269,1996-07-24,,SLU,,0.545022822,0.7068128347,0.2507716782
WA44253279,NW633293-134377,Hela sjön,Hela sjön,13.21764,57.09269,2006-07-10,,SLU,,0.5343927057,0.5444410353,0.3893842078
WA44253279,NW633293-134377,Hela sjön,Hela sjön,13.21764,57.09269,2016-07-13,,SLU,,0.227583555,0.2062415871,0.7124402825
WA77455876,NW633319-143072,Hela sjön,Hela sjön,14.6714,57.115,2012-08-06,,SLU,,0.6397412827,0.7063687872,0.4620921114
WA82775951,NW633331-143371,Hela sjön,Hela sjön,14.71101,57.11544,2003-07-23,,SLU,,0.2886202365,0.0051011091,0.8089673435
WA89720756,NW633262-136344,Hela sjön,Hela sjön,13.55842,57.10079,1998-07-13,,SLU,,0.3975578204,0.1666351898,0.8742983902
WA89720756,NW633262-136344,Hela sjön,Hela sjön,13.55842,57.10079,2007-07-26,,SLU,,0.3866225273,0.3515516527,0.3569778687
WA89720756,NW633262-136344,Hela sjön,Hela sjön,13.55842,57.10079,2010-08-02,,SLU,,0.4471195759,0.5034022267,0.3478002802
WA89720756,NW633262-136344,Hela sjön,Hela sjön,13.55842,57.10079,2013-07-18,,SLU,,0.5262137993,0.3805178488,0.3734009381
WA89720756,NW633262-136344,Hela sjön,Hela sjön,13.55842,57.10079,2016-07-19,,SLU,,0.5051379995,0.1255515858,0.5084718305
WA20503064,NW633315-131323,Hela sjön,Hela sjön,12.71792,57.08459,1998-07-28,,SLU,,0.0469147352,0.0322263281,0.9645886149
WA20503064,NW633315-131323,Hela sjön,Hela sjön,12.71792,57.08459,2003-07-08,,SLU,,0.1261741556,0.0435946842,0.9517048768
WA20503064,NW633315-131323,Hela sjön,Hela sjön,12.71792,57.08459,2013-06-06,,SLU,,0.149324669,0.0387808496,0.9566104753
WA91484297,NW633341-138243,Hela sjön,Hela sjön,13.87163,57.10781,1996-07-30,,SLU,,0.6016751504,0.7452507133,0.2431304304
WA91484297,NW633341-138243,Hela sjön,Hela sjön,13.87163,57.10781,2001-07-24,,SLU,,0.7017426402,0.6448096821,0.2296991697
WA91484297,NW633341-138243,Hela sjön,Hela sjön,13.87163,57.10781,2006-07-19,,SLU,,0.4694542214,0.5902152802,0.2833229666
WA91484297,NW633341-138243,Hela sjön,Hela sjön,13.87163,57.10781,2013-07-15,,SLU,,0.4959568753,0.3167790691,0.3462429027
WA91484297,NW633341-138243,Hela sjön,Hela sjön,13.87163,57.10781,2018-07-16,,SLU,,0.6300221656,0.3886780662,0.503323501
WA93290971,NW633376-143631,Hela sjön,Hela sjön,14.75791,57.12077,2003-07-24,,SLU,,0.6006937645,0.6504459406,0.6242542755
WA44900043,SE633323-147410,Hela sjön,Hela sjön,15.37761,57.12452,2000-07-19,,SLU,,0.258433067,0.4510647861,0.264353879
WA44900043,SE633323-147410,Hela sjön,Hela sjön,15.37761,57.12452,2017-07-31,,SLU,,0.44218788,0.449738448,0.457610188
WA96726650,SE633331-141180,Hela sjön,Hela sjön,14.34924,57.1175,2004-08-22,,SLU,,0.4498641331,0.6614759762,0.3217656974
WA96726650,SE633331-141180,Hela sjön,Hela sjön,14.34924,57.1175,2015-08-04,,SLU,,0.3998339553,0.5469913149,0.4823580494
WA39718406,NW633373-144296,Hela sjön,Hela sjön,14.86285,57.12242,2004-07-26,,SLU,,0.5244860386,0.348795179,0.5042066159
WA12885229,SE633344-130068,Hela sjön,Hela sjön,12.51729,57.08398,2010-07-23,,SLU,,0.511371251,0.5673498241,0.5170807911
WA12885229,SE633344-130068,Hela sjön,Hela sjön,12.51729,57.08398,2016-08-11,,SLU,,0.5979098653,0.4859775703,0.4052814493
WA50252612,NW633394-145501,Hela sjön,Hela sjön,15.07676,57.12636,2010-08-11,,SLU,,0.5048026571,0.7127614255,0.1661050151
WA82635912,NW633451-144642,Hela sjön,Hela sjön,14.9124,57.12853,2000-08-02,,SLU,,0.5615941354,0.3767320528,0.803887684
WA82635912,NW633451-144642,Hela sjön,Hela sjön,14.9124,57.12853,2005-07-12,,SLU,,0.690053639,0.3180506956,0.751432582
WA63865013,NW633310-148756,Hela sjön,Hela sjön,15.59649,57.13154,1998-07-15,,SLU,,0.4887089539,0.4376031025,0.6160892155
WA39444413,NW633372-142168,Hela sjön,Hela sjön,14.51777,57.12788,2001-07-30,,SLU,,0.4289516768,0.5264455008,0.574696211
WA61434631,NW633400-143306,Hela sjön,Hela sjön,14.69652,57.13058,2000-08-01,,SLU,,0.3173783431,0.0434163514,0.6402290203
WA61434631,NW633400-143306,Hela sjön,Hela sjön,14.69652,57.13058,2003-07-22,,SLU,,0.3355548519,0.0630185945,0.5473795752
WA61434631,NW633400-143306,Hela sjön,Hela sjön,14.69652,57.13058,2006-08-02,,SLU,,0.3542696674,0.1027361803,0.4550032895
WA61434631,NW633400-143306,Hela sjön,Hela sjön,14.69652,57.13058,2009-07-22,,SLU,,0.4717525041,0.0579905491,0.848638738
WA61434631,NW633400-143306,Hela sjön,Hela sjön,14.69652,57.13058,2012-07-24,,SLU,,0.3737241803,0.0635317549,0.6900102871
WA61434631,NW633400-143306,Hela sjön,Hela sjön,14.69652,57.13058,2015-08-06,,SLU,,0.393309576,0.0579211692,0.7791856278
WA61434631,NW633400-143306,Hela sjön,Hela sjön,14.69652,57.13058,2018-07-30,,SLU,,0.3484017929,0.0094772321,0.800987584
WA11086020,SE633438-130484,Hela sjön,Hela sjön,12.58506,57.09419,1998-07-20,,SLU,,0.2800255346,0.3375620915,0.6494004811
WA11086020,SE633438-130484,Hela sjön,Hela sjön,12.58506,57.09419,2003-07-24,,SLU,,0.5195878283,0.5888248319,0.2991183978
WA11086020,SE633438-130484,Hela sjön,Hela sjön,12.58506,57.09419,2009-08-03,,SLU,,0.4340791301,0.3853248847,0.395937216
WA70336137,NW633462-142948,Hela sjön,Hela sjön,14.64632,57.13084,2005-07-12,,SLU,,0.4678074949,0.8625766958,0.2569262015
WA30731649,NW633452-138512,Hela sjön,Hela sjön,13.90237,57.12292,1999-07-08,,SLU,,0.4974918017,0.6029511716,0.4665661478
WA77212550,NW633518-148738,Hela sjön,Hela sjön,15.59677,57.13971,2011-08-09,,SLU,,0.5732381799,0.5024153808,0.4925199385
WA76203342,NW633565-135976,Hela sjön,Hela sjön,13.48963,57.11867,2016-07-13,,SLU,,0.5083810905,0.721323593,0.1124816968
WA17412354,SE633494-145972,Hela sjön,Hela sjön,15.13993,57.13883,2001-08-06,,SLU,,0.4954488131,0.7200918498,0.5077473346
WA17412354,SE633494-145972,Hela sjön,Hela sjön,15.13993,57.13883,2017-08-07,,SLU,,0.6866321985,0.6642766642,0.332489228
WA85361231,SE633503-130204,Hela sjön,Hela sjön,12.53844,57.09882,2000-08-13,,SLU,,0.5136210382,0.5110325062,0.3784054399
WA85361231,SE633503-130204,Hela sjön,Hela sjön,12.53844,57.09882,2006-08-22,,SLU,,0.5772296611,0.5274720456,0.2096755731
WA85361231,SE633503-130204,Hela sjön,Hela sjön,12.53844,57.09882,2016-06-08,,SLU,,0.6450614341,0.5277760985,0.4493155794
WA48134091,NW633485-133680,Hela sjön,Hela sjön,13.11441,57.11458,2014-07-09,,SLU,,0.163026921,0.0245051339,0.9247209212
WA89069522,NW633589-133708,Hela sjön,Hela sjön,13.11469,57.11755,2014-07-10,,SLU,,0.285072153,0.0232755046,0.817803349
WA81135147,NW633533-134452,Hela sjön,Hela sjön,13.2381,57.12141,1996-07-18,,SLU,,0.4388235559,0.8004685628,0.0877239737
WA81135147,NW633533-134452,Hela sjön,Hela sjön,13.2381,57.12141,2006-07-13,,SLU,,0.5134156965,0.7524514982,0.1782885584
WA81135147,NW633533-134452,Hela sjön,Hela sjön,13.2381,57.12141,2016-07-14,,SLU,,0.5389625474,0.8163518919,0.0662604331
WA77487267,NW633676-135918,Hela sjön,Hela sjön,13.48268,57.13211,2007-07-25,,SLU,,0.4916118004,0.3341000011,0.6254381139
WA77487267,NW633676-135918,Hela sjön,Hela sjön,13.48268,57.13211,2008-07-15,,SLU,,0.4921182859,0.3739248839,0.4970059731
WA68430977,SE633650-138207,Hela sjön,Hela sjön,13.85725,57.13947,1999-07-08,,SLU,,0.6442686809,0.6726299898,0.2436618343
WA68430977,SE633650-138207,Hela sjön,Hela sjön,13.85725,57.13947,2009-07-15,,SLU,,0.4048416312,0.4619740227,0.316080113
WA68430977,SE633650-138207,Hela sjön,Hela sjön,13.85725,57.13947,2014-07-07,,SLU,,0.6578388361,0.5049663411,0.1878152582
WA88268665,NW633691-136677,Hela sjön,Hela sjön,13.61025,57.13683,1998-07-13,,SLU,,0.4580281871,0.2758331846,0.8113973592
WA88268665,NW633691-136677,Hela sjön,Hela sjön,13.61025,57.13683,2004-07-20,,SLU,,0.2767750288,0.1476937807,0.9506966465
WA88268665,NW633691-136677,Hela sjön,Hela sjön,13.61025,57.13683,2007-07-30,,SLU,,0.2693430172,0.4184868805,0.3407800121
WA88268665,NW633691-136677,Hela sjön,Hela sjön,13.61025,57.13683,2010-08-03,,SLU,,0.5719058056,0.4780006989,0.6784382744
WA88268665,NW633691-136677,Hela sjön,Hela sjön,13.61025,57.13683,2013-07-18,,SLU,,0.4270227557,0.2689025206,0.7027621574
WA88268665,NW633691-136677,Hela sjön,Hela sjön,13.61025,57.13683,2018-07-19,,SLU,,0.6860333864,0.484600863,0.5790302563
WA73228437,NW633623-153315,Hela sjön,Hela sjön,16.35563,57.15592,2012-08-23,,SLU,,0.2911593387,0.308973101,0.6502572538
WA15418059,NW633668-144754,Hela sjön,Hela sjön,14.94284,57.15478,1999-07-18,,SLU,,0.4994425422,0.4600481096,0.483814689
WA15418059,NW633668-144754,Hela sjön,Hela sjön,14.94284,57.15478,2004-07-11,,SLU,,0.6213948513,0.4522913239,0.4730845725
WA15418059,NW633668-144754,Hela sjön,Hela sjön,14.94284,57.15478,2009-07-26,,SLU,,0.7312136945,0.552449465,0.4527563954
WA31686330,NW633750-141589,Hela sjön,Hela sjön,14.40789,57.1514,1998-07-29,,SLU,,0.6527705676,0.5855416314,0.504070613
WA31686330,NW633750-141589,Hela sjön,Hela sjön,14.40789,57.1514,2002-07-09,,SLU,,0.4955010937,0.6364424756,0.501002302
WA31686330,NW633750-141589,Hela sjön,Hela sjön,14.40789,57.1514,2007-07-10,,SLU,,0.4550340301,0.4395499255,0.8368297585
WA31686330,NW633750-141589,Hela sjön,Hela sjön,14.40789,57.1514,2012-07-30,,SLU,,0.5007330339,0.4835786021,0.6054108506
WA31686330,NW633750-141589,Hela sjön,Hela sjön,14.40789,57.1514,2017-07-19,,SLU,,0.6831232637,0.5833973677,0.7984605446
WA12462406,NW633721-149729,Hela sjön,Hela sjön,15.76539,57.15937,1996-08-25,,SLU,,0.4728630911,0.5353681837,0.4593688877
WA12462406,NW633721-149729,Hela sjön,Hela sjön,15.76539,57.15937,2005-07-21,,SLU,,0.504181802,0.6275592924,0.2851877559
WA52677004,NW633757-130479,Hela sjön,Hela sjön,12.58295,57.12046,2005-07-21,,SLU,,0.4429295269,0.6837056347,0.372628412
WA52677004,NW633757-130479,Hela sjön,Hela sjön,12.58295,57.12046,2015-07-04,,SLU,,0.4422496908,0.5678369553,0.4515008374
WA90672892,SE633734-138368,Hela sjön,Hela sjön,13.88343,57.14742,2009-07-13,,SLU,,0.4242647444,0.809334617,0.279720121
WA51072939,NW633760-153321,Hela sjön,Hela sjön,16.36727,57.1609,2012-08-22,,SLU,,0.3461135996,0.2296710736,0.7568588303
WA54145176,NW633823-142163,Hela sjön,Hela sjön,14.51679,57.15589,2000-07-03,,SLU,,0.3601905002,0.2502440083,0.6613499392
WA54145176,NW633823-142163,Hela sjön,Hela sjön,14.51679,57.15589,2003-07-21,,SLU,,0.5009492762,0.5452349123,0.5737827596
WA54145176,NW633823-142163,Hela sjön,Hela sjön,14.51679,57.15589,2006-07-31,,SLU,,0.4517465314,0.3019645368,0.6285952915
WA54145176,NW633823-142163,Hela sjön,Hela sjön,14.51679,57.15589,2009-07-21,,SLU,,0.2582647833,0.1491925305,0.7286609949
WA54145176,NW633823-142163,Hela sjön,Hela sjön,14.51679,57.15589,2012-07-25,,SLU,,0.2827711373,0.2004429354,0.673419706
WA54145176,NW633823-142163,Hela sjön,Hela sjön,14.51679,57.15589,2015-07-28,,SLU,,0.4537601302,0.2522049597,0.6578727019
WA54145176,NW633823-142163,Hela sjön,Hela sjön,14.51679,57.15589,2018-07-31,,SLU,,0.4829401158,0.2605278902,0.7027345084
WA50075203,NW633754-146429,Hela sjön,Hela sjön,15.20528,57.16251,2010-08-10,,SLU,,0.4260115115,0.4400338091,0.6789314361
WA80798437,NW633806-135851,Hela sjön,Hela sjön,13.46543,57.14355,2007-07-24,,SLU,,0.549315314,0.3689514293,0.7240056638
WA80798437,NW633806-135851,Hela sjön,Hela sjön,13.46543,57.14355,2011-07-28,,SLU,,0.3707140962,0.6148852597,0.3571943037
WA80798437,NW633806-135851,Hela sjön,Hela sjön,13.46543,57.14355,2014-07-10,,SLU,,0.5581616866,0.6139819327,0.2815403371
WA43300162,SE633778-134152,Hela sjön,Hela sjön,13.18733,57.13877,2005-08-11,,SLU,,0.4629907515,0.5144944584,0.2848644032
WA43300162,SE633778-134152,Hela sjön,Hela sjön,13.18733,57.13877,2016-07-11,,SLU,,0.4632096886,0.2887807448,0.5257733545
WA26693368,NW633808-147796,Hela sjön,Hela sjön,15.42488,57.16688,1998-07-13,,SLU,,0.6167600554,0.7137883274,0.5848641807
WA70947469,NW633789-147483,Hela sjön,Hela sjön,15.40273,57.16716,1996-08-21,,SLU,,0.5137420679,0.7422279335,0.4127329061
WA70947469,NW633789-147483,Hela sjön,Hela sjön,15.40273,57.16716,2014-08-19,,SLU,,0.5326467902,0.705479526,0.4264509679
WA21900574,SE633816-137033,Hela sjön,Hela sjön,13.66274,57.15127,2007-07-24,,SLU,,0.3053784481,0.5166463581,0.5039970621
WA21900574,SE633816-137033,Hela sjön,Hela sjön,13.66274,57.15127,2007-07-24,,SLU,,0.3053784481,0.5166463581,0.5039970621
WA45911355,NW633817-130370,Hela sjön,Hela sjön,12.55338,57.12796,1996-07-17,,SLU,,0.2074137319,0.22963983,0.8613540354
WA45911355,NW633817-130370,Hela sjön,Hela sjön,12.55338,57.12796,2001-08-29,,SLU,,0.4961938188,0.6900543342,0.2899289255
WA45911355,NW633817-130370,Hela sjön,Hela sjön,12.55338,57.12796,2006-08-22,,SLU,,0.4566384627,0.6789231691,0.3392240136
WA45911355,NW633817-130370,Hela sjön,Hela sjön,12.55338,57.12796,2016-06-03,,SLU,,0.3956168546,0.3771157216,0.7233703628
WA49998759,NW633808-148235,Hela sjön,Hela sjön,15.5189,57.17135,2004-08-02,,SLU,,0.4838357373,0.5418878841,0.5492173412
WA49998759,NW633808-148235,Hela sjön,Hela sjön,15.5189,57.17135,2013-07-29,,SLU,,0.6670464921,0.5521621556,0.4817861349
WA50540905,NW633839-130513,Hela sjön,Hela sjön,12.58291,57.13044,2005-07-21,,SLU,,0.4401581041,0.8302456575,0.4355363747
WA50540905,NW633839-130513,Hela sjön,Hela sjön,12.58291,57.13044,2015-07-04,,SLU,,0.3028936663,0.304588596,0.9937378157
WA73011508,NW633869-147409,Hela sjön,Hela sjön,15.37442,57.17191,2008-08-26,,SLU,,0.4059278647,0.6162330198,0.3496994218
WA73011508,NW633869-147409,Hela sjön,Hela sjön,15.37442,57.17191,2016-07-28,,SLU,,0.6777055132,0.3826666547,0.4795597344
WA57764061,NW633930-143972,Hela sjön,Hela sjön,14.80726,57.16994,2005-07-18,,SLU,,0.7141472289,0.6339371747,0.4899482179
WA48911526,NW633843-143188,Hela sjön,Hela sjön,14.68165,57.16924,2017-07-17,,SLU,,0.5369196557,0.6964999278,0.499622531
WA48768755,NW633848-136228,Hela sjön,Hela sjön,13.53548,57.15481,1998-07-07,,SLU,,0.4894797151,0.4959538688,0.7179016606
WA34733447,NW633859-143265,Hela sjön,Hela sjön,14.69532,57.17062,2007-07-17,,SLU,,0.5191136941,0.35634446,0.714040842
WA87220650,SE633911-134035,Hela sjön,Hela sjön,13.16718,57.15029,1998-07-07,,SLU,,0.5644713318,0.4995809712,0.61068018
WA87220650,SE633911-134035,Hela sjön,Hela sjön,13.16718,57.15029,2003-07-28,,SLU,,0.7369874961,0.4946555296,0.4675134267
WA87220650,SE633911-134035,Hela sjön,Hela sjön,13.16718,57.15029,2008-07-14,,SLU,,0.7589570319,0.469376995,0.5565138124
WA87220650,SE633911-134035,Hela sjön,Hela sjön,13.16718,57.15029,2012-07-16,,SLU,,0.6041702595,0.5417424148,0.5523819479
WA30388071,SE633911-142688,Hela sjön,Hela sjön,14.59641,57.17222,2002-07-24,,SLU,,0.5353105198,0.5346728806,0.3874690401
WA73641666,NW633937-136000,Hela sjön,Hela sjön,13.48705,57.15733,2006-07-18,,SLU,,0.6018200097,0.3053849466,0.5159781932
WA73641666,NW633937-136000,Hela sjön,Hela sjön,13.48705,57.15733,2009-07-21,,SLU,,0.4040204398,0.4469796728,0.5256951605
WA73641666,NW633937-136000,Hela sjön,Hela sjön,13.48705,57.15733,2013-07-17,,SLU,,0.5353813211,0.581587949,0.4462671455
WA73641666,NW633937-136000,Hela sjön,Hela sjön,13.48705,57.15733,2018-07-18,,SLU,,0.6661109535,0.4325458825,0.6026133106
WA96294131,NW633915-152400,Hela sjön,Hela sjön,16.21509,57.1781,2003-08-18,,SLU,,0.4771561252,0.3557145072,0.4243447254
WA96294131,NW633915-152400,Hela sjön,Hela sjön,16.21509,57.1781,2008-08-19,,SLU,,0.5906730673,0.3882140414,0.3787934612
WA96294131,NW633915-152400,Hela sjön,Hela sjön,16.21509,57.1781,2014-07-20,,SLU,,0.5078755595,0.3722251987,0.3480441665
WA34463982,NW633932-143294,Hela sjön,Hela sjön,14.70194,57.17606,2017-07-18,,SLU,,0.5572976946,0.485349502,0.4162008809
WA60669149,NW633931-153055,Hela sjön,Hela sjön,16.31285,57.18062,2003-08-28,,SLU,,0.477727535,0.5168173438,0.4066431561
WA15074631,SE633959-144217,Hela sjön,Hela sjön,14.84928,57.17815,2000-08-24,,SLU,,0.4786790491,0.4337691462,0.69812932
WA15074631,SE633959-144217,Hela sjön,Hela sjön,14.84928,57.17815,2003-08-11,,SLU,,0.495855558,0.3245882171,0.5200671763
WA15074631,SE633959-144217,Hela sjön,Hela sjön,14.84928,57.17815,2006-07-31,,SLU,,0.5637542163,0.3395001207,0.449959043
WA15074631,SE633959-144217,Hela sjön,Hela sjön,14.84928,57.17815,2009-07-26,,SLU,,0.3539192174,0.337372946,0.6049153242
WA15074631,SE633959-144217,Hela sjön,Hela sjön,14.84928,57.17815,2012-07-30,,SLU,,0.5100068243,0.3669928849,0.5990382715
WA15074631,SE633959-144217,Hela sjön,Hela sjön,14.84928,57.17815,2015-08-17,,SLU,,0.4610587948,0.4235733497,0.5695442246
WA15074631,SE633959-144217,Hela sjön,Hela sjön,14.84928,57.17815,2018-08-15,,SLU,,0.5765891497,0.4778898531,0.5008820658
WA34707575,NW633988-152802,Hela sjön,Hela sjön,16.27683,57.18291,2003-08-20,,SLU,,0.4658335013,0.5188478012,0.2960068134
WA25892590,SE633976-142928,Hela sjön,Hela sjön,14.63589,57.17843,2011-07-19,,SLU,,0.6874483588,0.7460022112,0.4009609742
WA66379450,NW633969-134840,Hela sjön,Hela sjön,13.31167,57.15953,2002-07-02,,SLU,,0.3168426631,0.8017239663,0.070832465
WA66379450,NW633969-134840,Hela sjön,Hela sjön,13.31167,57.15953,2012-07-09,,SLU,,0.485624907,0.7399891773,0.1795275965
WA35245623,NW634041-140729,Hela sjön,Hela sjön,14.27272,57.17568,1997-07-30,,SLU,,0.2484902092,0.026984173,0.7698116662
WA35245623,NW634041-140729,Hela sjön,Hela sjön,14.27272,57.17568,1999-08-10,,SLU,,0.36727254,0.0230699382,0.7155470088
WA35245623,NW634041-140729,Hela sjön,Hela sjön,14.27272,57.17568,2002-08-13,,SLU,,0.1000157659,0.0167927375,0.6506735687
WA35245623,NW634041-140729,Hela sjön,Hela sjön,14.27272,57.17568,2005-07-19,,SLU,,0.2384026472,0.0285727895,0.7995275949
WA35245623,NW634041-140729,Hela sjön,Hela sjön,14.27272,57.17568,2007-07-17,,SLU,,0.3005170484,0.0299478574,0.8349562843
