Vatten_ID,EU_CD,Station,Obspoint_ID,Longitude,Latitude,Date,Time,Institution,Depth,BenthicInvertebratesASPT,BenthicInvertebratesDJ,BenthicInvertebratesMISA
,,"Betarpsbäcken, Betarp","Betarpsbäcken, Betarp",,,2013-10-01,,SLU,0.15,6.5,15,19.292
,,"Betarpsbäcken, Betarp","Betarpsbäcken, Betarp",,,2014-10-01,,SLU,0.25,6.412,15,9.633
,,"Betarpsbäcken, Betarp","Betarpsbäcken, Betarp",,,2017-10-01,,SLU,0.25,5.684,14,14.067
,,"Bockebobäcken, Bockebo","Bockebobäcken, Bockebo",,,2008-10-10,,SLU,,5.9,12,4.427
,,"Bockebobäcken, Bockebo","Bockebobäcken, Bockebo",,,2011-11-02,,SLU,,4.9,9,0.198
,,"Bockebobäcken, Bockebo","Bockebobäcken, Bockebo",,,2013-10-04,,SLU,0.1,5.615,13,31.519
,,"Bockebobäcken, Bockebo","Bockebobäcken, Bockebo",,,2016-10-03,,SLU,0.1,6.438,15,18.347
,,"Bodaån, Boda (norr)","Bodaån, Boda (norr)",,,2008-10-08,,SLU,,6.519,12,67.926
,,"Bodaån, Boda (norr)","Bodaån, Boda (norr)",,,2011-11-18,,SLU,,6.424,12,55.621
,,"Bodaån, Boda (norr)","Bodaån, Boda (norr)",,,2013-10-02,,SLU,0.2,6.952,13,35.479
,,"Bodaån, Boda (norr)","Bodaån, Boda (norr)",,,2016-10-04,,SLU,0.2,6,11,63.857
,,"Bodaån, Boda (väster)","Bodaån, Boda (väster)",,,2008-10-08,,SLU,,6.476,15,7.218
,,"Bodaån, Boda (väster)","Bodaån, Boda (väster)",,,2011-11-18,,SLU,,6.478,15,24.571
,,"Bodaån, Boda (väster)","Bodaån, Boda (väster)",,,2013-10-02,,SLU,0.4,6.381,15,32.513
,,"Bodaån, Boda (väster)","Bodaån, Boda (väster)",,,2016-10-04,,SLU,0.3,6.174,12,32.205
,,"Bolån, Bolerum","Bolån, Bolerum",,,2006-10-17,,SLU,,6.48,15,24.887
,,"Bolån, Bolerum","Bolån, Bolerum",,,2009-10-21,,SLU,,6.684,13,35.818
,,"Bolån, Bolerum","Bolån, Bolerum",,,2014-10-01,,SLU,0.5,6.667,14,19.022
,,"Bolån, Bolerum","Bolån, Bolerum",,,2017-10-03,,SLU,0.3,6.562,15,13.603
,,"Brusaån, Moaryd","Brusaån, Moaryd",,,2007-10-05,,SLU,,6.391,14,29.09
,,"Brusaån, Moaryd","Brusaån, Moaryd",,,2010-10-07,,SLU,,6.483,14,31.746
,,"Brusaån, Moaryd","Brusaån, Moaryd",,,2015-10-06,,SLU,0.25,6.593,14,43.15
,,"Dannäsån, Rödjeboån","Dannäsån, Rödjeboån",,,2008-10-09,,SLU,,5.81,13,53.576
,,"Dannäsån, Rödjeboån","Dannäsån, Rödjeboån",,,2011-11-03,,SLU,,6.211,12,54.604
,,"Dannäsån, Rödjeboån","Dannäsån, Rödjeboån",,,2013-10-02,,SLU,0.25,6.25,12,56.899
,,"Ekhultaån, Högafors","Ekhultaån, Högafors",,,2006-10-04,,SLU,,6.92,15,63.191
,,"Ekhultaån, Högafors","Ekhultaån, Högafors",,,2009-10-20,,SLU,,6.583,15,35.997
,,"Ekhultaån, Högafors","Ekhultaån, Högafors",,,2014-10-07,,SLU,0.2,6.524,15,21.622
,,"Ekhultaån, Högafors","Ekhultaån, Högafors",,,2017-10-18,,SLU,0.35,6.333,14,47.594
,,"Eksjöån, uppströms Västerlånggatan","Eksjöån, uppströms Västerlånggatan",,,2011-11-09,,SLU,,6.083,13,48.023
,,"Eldsjöbäcken, Bäck","Eldsjöbäcken, Bäck",,,2006-10-17,,SLU,,6.158,14,8.153
,,"Eldsjöbäcken, Bäck","Eldsjöbäcken, Bäck",,,2009-10-21,,SLU,,5.647,14,15.397
,,"Eldsjöbäcken, Bäck","Eldsjöbäcken, Bäck",,,2014-10-02,,SLU,0.25,6.125,14,10.976
,,"Eldsjöbäcken, Bäck","Eldsjöbäcken, Bäck",,,2017-10-03,,SLU,0.6,6.067,14,10.843
,,"Emån, Ädelfors","Emån, Ädelfors",,,2006-10-18,,SLU,,6.138,13,71.658
,,"Emån, Åhult nedre","Emån, Åhult nedre",,,2007-10-04,,SLU,,6.208,13,64.381
,,"Emån, Åhult nedre","Emån, Åhult nedre",,,2008-10-07,,SLU,,6.286,13,60.303
,,"Emån, Åhult nedre","Emån, Åhult nedre",,,2009-10-21,,SLU,,6.545,14,31.735
,,"Emån, Illharjen","Emån, Illharjen",,,2006-10-18,,SLU,,6.938,13,55.996
,,"Emån, ned Råskejord","Emån, ned Råskejord",,,2007-10-04,,SLU,,5.889,14,43.203
,,"Flankabäcken, Skyåsen","Flankabäcken, Skyåsen",,,2006-10-02,,SLU,,6.45,15,10.893
,,"Flankabäcken, Skyåsen","Flankabäcken, Skyåsen",,,2009-10-22,,SLU,,6.812,15,5.144
,,"Flankabäcken, Skyåsen","Flankabäcken, Skyåsen",,,2014-10-01,,SLU,0.3,6.688,15,0.399
,,"Flankabäcken, Skyåsen","Flankabäcken, Skyåsen",,,2015-10-05,,SLU,0.25,6.8,15,6.981
,,"Flankabäcken, Skyåsen","Flankabäcken, Skyåsen",,,2017-10-01,,SLU,0.2,6.944,15,6.5
,,"Flinterydsbäcken, Spjuthult","Flinterydsbäcken, Spjuthult",,,2006-10-17,,SLU,,6.125,13,35.166
,,"Flinterydsbäcken, Spjuthult","Flinterydsbäcken, Spjuthult",,,2009-10-21,,SLU,,6.045,13,36.513
,,"Flinterydsbäcken, Spjuthult","Flinterydsbäcken, Spjuthult",,,2014-10-02,,SLU,0.35,6.048,13,19.37
,,"Flinterydsbäcken, Spjuthult","Flinterydsbäcken, Spjuthult",,,2015-10-05,,SLU,0.3,5.944,13,27.958
,,"Flinterydsbäcken, Spjuthult","Flinterydsbäcken, Spjuthult",,,2017-10-01,,SLU,0.35,6.059,12,11.701
,,"Gagnån, Stenamossen","Gagnån, Stenamossen",,,2007-10-03,,SLU,,6.652,14,19.689
,,"Gagnån, Stenamossen","Gagnån, Stenamossen",,,2010-10-20,,SLU,,6.68,14,37.208
,,"Gagnån, Stenamossen","Gagnån, Stenamossen",,,2015-10-06,,SLU,0.3,6.955,14,41.456
,,"Gagnån, Stenamossen","Gagnån, Stenamossen",,,2017-10-04,,SLU,0.5,6.667,13,24.541
,,"Gårdvedaån, Råbäckshagen 1","Gårdvedaån, Råbäckshagen 1",,,2007-09-28,,SLU,,6.08,12,55.016
,,"Gårdvedaån, Råbäckshagen 1","Gårdvedaån, Råbäckshagen 1",,,2010-10-06,,SLU,,6,11,68.458
,,"Gårdvedaån, Råbäckshagen 1","Gårdvedaån, Råbäckshagen 1",,,2015-10-05,,SLU,0.3,6.192,12,32.809
,,"Gnyltån, Kopparp","Gnyltån, Kopparp",,,2007-10-04,,SLU,,6.792,14,31.461
,,"Gnyltån, Kopparp","Gnyltån, Kopparp",,,2010-10-06,,SLU,,6.52,14,50.08
,,"Gnyltån, Kopparp","Gnyltån, Kopparp",,,2015-10-06,,SLU,0.1,7.238,13,27.59
,,"Grimmavadet, Hagafors","Grimmavadet, Hagafors",,,2011-11-03,,SLU,,6.091,12,37.311
,,"Grimmavadet, Hagafors","Grimmavadet, Hagafors",,,2013-10-23,,SLU,0.15,6.652,15,29.692
,,"Grimmavadet, Hagafors","Grimmavadet, Hagafors",,,2014-10-02,,SLU,0.3,6.444,14,28.184
,,"Grimmavadet, Hagafors","Grimmavadet, Hagafors",,,2016-10-04,,SLU,0.2,6.833,14,29.204
,,"Hålebäcken, Trollebo","Hålebäcken, Trollebo",,,2007-09-28,,SLU,,5.947,13,34.175
,,"Hålebäcken, Trollebo","Hålebäcken, Trollebo",,,2010-10-06,,SLU,,6.111,12,40.446
,,"Hålebäcken, Trollebo","Hålebäcken, Trollebo",,,2015-10-05,,SLU,0.1,5.96,13,37.897
,,"Hästgångsån, Hästgången","Hästgångsån, Hästgången",,,2008-10-07,,SLU,,6.389,15,13.04
,,"Hästgångsån, Hästgången","Hästgångsån, Hästgången",,,2011-11-02,,SLU,,6.368,15,31.141
,,"Hästgångsån, Hästgången","Hästgångsån, Hästgången",,,2013-10-23,,SLU,0.3,6.6,15,17.722
,,"Hästgångsån, Hästgången","Hästgångsån, Hästgången",,,2016-10-04,,SLU,0.2,7.136,15,32.025
,,"Helgaboån, Helgabo","Helgaboån, Helgabo",,,2006-10-03,,SLU,,7,15,16.68
,,"Helgaboån, Helgabo","Helgaboån, Helgabo",,,2009-11-02,,SLU,,7.353,15,11.686
,,"Högaforsån, Horsarp","Högaforsån, Horsarp",,,2008-10-10,,SLU,,6.571,15,17.19
,,"Högaforsån, Horsarp","Högaforsån, Horsarp",,,2011-11-01,,SLU,,6.333,14,25.94
,,"Högaforsån, Horsarp","Högaforsån, Horsarp",,,2013-10-04,,SLU,0.1,7.174,15,24.915
,,"Högaforsån, Horsarp","Högaforsån, Horsarp",,,2014-10-07,,SLU,0.2,7.1,15,11.39
,,"Högaforsån, Horsarp","Högaforsån, Horsarp",,,2016-10-03,,SLU,0.1,6.905,15,12.188
,,"Högaforsån, Stödstorp","Högaforsån, Stödstorp",,,2008-10-10,,SLU,,6.571,15,17.291
,,"Högaforsån, Stödstorp","Högaforsån, Stödstorp",,,2011-11-01,,SLU,,6.368,15,23.967
,,"Högaforsån, Stödstorp","Högaforsån, Stödstorp",,,2013-10-04,,SLU,0.2,6.636,15,14.468
,,"Högaforsån, Stödstorp","Högaforsån, Stödstorp",,,2016-10-03,,SLU,0.15,6.579,15,17.148
,,"Hokaån, Blomfors","Hokaån, Blomfors",,,2008-10-07,,SLU,,5.958,10,38.549
,,"Hokaån, Blomfors","Hokaån, Blomfors",,,2011-11-03,,SLU,,6.217,11,59.03
,,"Hokaån, Blomfors","Hokaån, Blomfors",,,2013-10-23,,SLU,0.4,6.375,13,54.46
,,"Hornån, ned fallen, Norka","Hornån, ned fallen, Norka",,,2006-10-03,,SLU,,6.737,14,37.37
,,"Hornån, Olofström","Hornån, Olofström",,,2007-10-02,,SLU,,6.571,15,23.625
,,"Hornån, Olofström","Hornån, Olofström",,,2010-10-20,,SLU,,6.778,14,27.464
,,"Hornån, Olofström","Hornån, Olofström",,,2015-10-06,,SLU,0.2,6.952,15,31.035
,,"Hornån, Olofström","Hornån, Olofström",,,2017-10-04,,SLU,0.2,7,15,23.444
,,"Hornån, ovan Myrebo","Hornån, ovan Myrebo",,,2007-10-02,,SLU,,6.636,15,29.152
,,"Hornån, ovan Myrebo","Hornån, ovan Myrebo",,,2008-10-02,,SLU,,6.522,15,31.134
,,"Hornån, ovan Myrebo","Hornån, ovan Myrebo",,,2009-11-02,,SLU,,6.889,14,31.528
,,"Hylletoftaån, Hylletofta","Hylletoftaån, Hylletofta",,,2008-10-07,,SLU,,6.2,14,10.743
,,"Hylletoftaån, Hylletofta","Hylletoftaån, Hylletofta",,,2011-11-10,,SLU,,6,14,11.584
,,"Hylletoftaån, Hylletofta","Hylletoftaån, Hylletofta",,,2013-10-02,,SLU,0.1,6.417,15,19.504
,,"Hylletoftaån, Hylletofta","Hylletoftaån, Hylletofta",,,2016-10-04,,SLU,0.1,6.16,14,31.751
,,"Hylteån, Forsvik 1","Hylteån, Forsvik 1",,,2006-10-04,,SLU,,6.292,13,40.275
,,"Hylteån, Forsvik 1","Hylteån, Forsvik 1",,,2009-10-22,,SLU,,6.115,11,41.804
,,"Källerydsån, Stenshult","Källerydsån, Stenshult",,,2006-10-02,,SLU,,6.588,15,33.018
,,"Källerydsån, Stenshult","Källerydsån, Stenshult",,,2007-10-02,,SLU,,6.136,14,25.147
,,"Källerydsån, Stenshult","Källerydsån, Stenshult",,,2010-10-21,,SLU,,6.647,15,34.102
,,"Källerydsån, Stenshult","Källerydsån, Stenshult",,,2013-10-01,,SLU,0.1,6.647,15,26.669
,,"Källerydsån, Stenshult","Källerydsån, Stenshult",,,2014-10-07,,SLU,0.25,6.889,15,22.823
,,"Källerydsån, Stenshult","Källerydsån, Stenshult",,,2017-10-17,,SLU,0.3,7.261,15,35.111
,,"Kattån, Sågeviken 1","Kattån, Sågeviken 1",,,2006-10-02,,SLU,,5.619,13,31.498
,,"Kattån, Sågeviken 1","Kattån, Sågeviken 1",,,2007-10-02,,SLU,,6,12,26.59
,,"Kattån, Sågeviken 1","Kattån, Sågeviken 1",,,2008-10-08,,SLU,,6.036,13,30.23
,,"Kattån, Sågeviken 1","Kattån, Sågeviken 1",,,2009-10-22,,SLU,,6.389,14,26.215
,,"Kattån, Sågeviken 1","Kattån, Sågeviken 1",,,2010-10-21,,SLU,,6.053,12,36.235
,,"Kattån, Sågeviken 1","Kattån, Sågeviken 1",,,2011-11-01,,SLU,,6.286,12,28.196
,,"Kattån, Sågeviken 1","Kattån, Sågeviken 1",,,2014-10-08,,SLU,0.3,6.417,12,30.622
,,"Knipån, Gäbo","Knipån, Gäbo",,,2007-10-02,,SLU,,6.143,13,26.195
,,"Knipån, Gäbo","Knipån, Gäbo",,,2008-10-02,,SLU,,6.368,14,13.181
,,"Knipån, Gäbo","Knipån, Gäbo",,,2010-10-20,,SLU,,6.684,15,16.319
,,"Knipån, Gäbo","Knipån, Gäbo",,,2015-10-06,,SLU,0.25,6.538,14,33.957
,,"Knipån, Gäbo","Knipån, Gäbo",,,2017-10-04,,SLU,0.3,6.636,14,37.02
,,"Knipån, Simonstorp","Knipån, Simonstorp",,,2007-10-03,,SLU,,6.429,15,25.388
,,"Knipån, Simonstorp","Knipån, Simonstorp",,,2010-10-20,,SLU,,6.842,15,30.982
,,"Knipån, Simonstorp","Knipån, Simonstorp",,,2015-10-06,,SLU,0.2,6.885,15,36.745
,,"Knipån, Simonstorp","Knipån, Simonstorp",,,2017-10-04,,SLU,0.3,6.72,14,34.221
,,"Kvarnån, 800 m uppstr Gunnahemssjön","Kvarnån, 800 m uppstr Gunnahemssjön",,,2006-10-02,,SLU,,6.409,15,45.079
,,"Kvarnån, 800 m uppstr Gunnahemssjön","Kvarnån, 800 m uppstr Gunnahemssjön",,,2009-10-22,,SLU,,6.37,15,22.878
,,"Kvarnån, 800 m uppstr Gunnahemssjön","Kvarnån, 800 m uppstr Gunnahemssjön",,,2014-10-08,,SLU,0.2,6.8,15,33.554
,,"Kvarnån, 800 m uppstr Gunnahemssjön","Kvarnån, 800 m uppstr Gunnahemssjön",,,2017-10-03,,SLU,0.15,6.143,14,37.175
,,"Kvarnån, Dammen","Kvarnån, Dammen",,,2008-10-09,,SLU,,5.69,13,63.462
,,"Kvarnån, Dammen","Kvarnån, Dammen",,,2011-11-18,,SLU,,5.778,13,57.595
,,"Kvarnån, Dammen","Kvarnån, Dammen",,,2013-10-02,,SLU,0.2,5.762,13,58.877
,,"Kvarnån, Dammen","Kvarnån, Dammen",,,2016-10-03,,SLU,0.3,5.842,12,44.42
,,"Lannafallsån, Ekesjö","Lannafallsån, Ekesjö",,,2007-10-05,,SLU,,6.091,12,33.052
,,"Lannafallsån, Ekesjö","Lannafallsån, Ekesjö",,,2010-10-07,,SLU,,5.955,12,22.53
,,"Lannafallsån, Ekesjö","Lannafallsån, Ekesjö",,,2015-10-05,,SLU,0.25,6.08,13,13.963
,,"Lannafallsån, Ekesjö","Lannafallsån, Ekesjö",,,2017-10-12,,SLU,0.4,6.087,11,36.155
,,"Lillån (Tranås), Tranås","Lillån (Tranås), Tranås",,,2011-11-09,,SLU,,5.72,12,45.933
,,"Lillån, Herrestadssjön ned","Lillån, Herrestadssjön ned",,,2008-10-09,,SLU,,6.44,14,61.713
,,"Lillån, Herrestadssjön ned","Lillån, Herrestadssjön ned",,,2011-11-03,,SLU,,6.417,13,56.761
,,"Lillån, Herrestadssjön ned","Lillån, Herrestadssjön ned",,,2013-10-02,,SLU,0.2,6.727,14,57.357
,,"Lillån, Kushult","Lillån, Kushult",,,2008-10-10,,SLU,,6.5,14,46.74
,,"Lillån, Kushult","Lillån, Kushult",,,2011-11-02,,SLU,,6.367,12,62.888
,,"Lillån, Kvarnkullen","Lillån, Kvarnkullen",,,2011-11-09,,SLU,,5.586,12,57.26
,,"Lillån, Mo","Lillån, Mo",,,2006-10-04,,SLU,,6.667,14,8.903
,,"Lillån, Mo","Lillån, Mo",,,2009-10-21,,SLU,,6.684,15,13.762
,,"Lillån, Mo","Lillån, Mo",,,2013-10-01,,SLU,0.3,6.75,14,15.509
,,"Lillån, Mo","Lillån, Mo",,,2014-10-02,,SLU,0.4,6.667,13,13.961
,,"Lillån, Mo","Lillån, Mo",,,2017-10-17,,SLU,0.5,6.714,13,20.844
,,"Lillån, Nyborg","Lillån, Nyborg",,,2006-10-02,,SLU,,6.783,13,45.94
,,"Lillån, Nyborg","Lillån, Nyborg",,,2009-10-22,,SLU,,6.68,12,37.572
,,"Lillån, Nyborg","Lillån, Nyborg",,,2014-10-08,,SLU,0.4,7.048,12,31.045
,,"Lillån, Nyborg","Lillån, Nyborg",,,2017-10-03,,SLU,0.35,6.571,12,45.705
,,"Lillån, Störestorp","Lillån, Störestorp",,,2011-11-02,,SLU,,6.538,14,45.304
,,"Lövsjöbäcken, Bruzaholm","Lövsjöbäcken, Bruzaholm",,,2007-10-05,,SLU,,6.143,14,14.296
,,"Lövsjöbäcken, Bruzaholm","Lövsjöbäcken, Bruzaholm",,,2010-10-07,,SLU,,6.259,13,37.365
,,"Lövsjöbäcken, Bruzaholm","Lövsjöbäcken, Bruzaholm",,,2015-10-06,,SLU,0.2,6.652,14,30.592
,,"Målenån, Sågtorpet","Målenån, Sågtorpet",,,2008-10-08,,SLU,,6.208,14,28.282
,,"Målenån, Sågtorpet","Målenån, Sågtorpet",,,2011-11-18,,SLU,,5.826,13,41.95
,,"Målenån, Sågtorpet","Målenån, Sågtorpet",,,2013-10-02,,SLU,0.15,6.792,15,46.813
,,"Målenån, Sågtorpet","Målenån, Sågtorpet",,,2016-10-04,,SLU,0.1,6.333,14,40.796
,,"Markåsbäcken, Markåsen","Markåsbäcken, Markåsen",,,2006-10-16,,SLU,,5.727,13,5.228
,,"Markåsbäcken, Markåsen","Markåsbäcken, Markåsen",,,2009-10-22,,SLU,,6.6,15,0.132
,,"Markåsbäcken, Markåsen","Markåsbäcken, Markåsen",,,2014-10-02,,SLU,0.3,6.7,14,1.323
,,"Markåsbäcken, Markåsen","Markåsbäcken, Markåsen",,,2017-10-17,,SLU,0.35,6.857,14,0.937
,,"Moa sågbäck, Furuhill","Moa sågbäck, Furuhill",,,2006-10-02,,SLU,,6.682,14,36.152
,,"Moa sågbäck, Furuhill","Moa sågbäck, Furuhill",,,2009-10-22,,SLU,,6.25,13,44.041
,,"Moa sågbäck, Furuhill","Moa sågbäck, Furuhill",,,2014-10-01,,SLU,0.4,6.667,15,16.422
,,"Moa sågbäck, Furuhill","Moa sågbäck, Furuhill",,,2017-10-01,,SLU,0.4,6.474,15,14.609
,,"Modalaån, Kvarnberget","Modalaån, Kvarnberget",,,2008-10-09,,SLU,,6.421,15,16.129
,,"Modalaån, Kvarnberget","Modalaån, Kvarnberget",,,2011-11-02,,SLU,,6.167,12,31.577
,,"Modalaån, Kvarnberget","Modalaån, Kvarnberget",,,2013-10-04,,SLU,0.2,6.464,15,50.542
,,"Modalaån, Kvarnberget","Modalaån, Kvarnberget",,,2014-10-07,,SLU,0.2,6.375,15,41.289
,,"Modalaån, Kvarnberget","Modalaån, Kvarnberget",,,2015-10-05,,SLU,0.25,6.5,15,34.186
,,"Modalaån, Kvarnberget","Modalaån, Kvarnberget",,,2016-10-03,,SLU,0.15,6.36,14,41.721
,,"Modalaån, Kvarnberget","Modalaån, Kvarnberget",,,2017-10-18,,SLU,0.3,6.182,14,41.407
,,"Modalaån, Rosendal","Modalaån, Rosendal",,,2008-11-19,,SLU,,6.435,15,32.029
,,"Modalaån, Rosendal","Modalaån, Rosendal",,,2011-11-02,,SLU,,6.524,15,33.368
,,"Modalaån, Rosendal","Modalaån, Rosendal",,,2013-10-04,,SLU,0.2,6.85,15,28.232
,,"Modalaån, Rosendal","Modalaån, Rosendal",,,2016-10-03,,SLU,0.2,6.524,15,31.939
,,"Nedströms Mörke-Malen, Vika","Nedströms Mörke-Malen, Vika",,,2006-10-16,,SLU,,5.357,11,21.721
,,"Nedströms Mörke-Malen, Vika","Nedströms Mörke-Malen, Vika",,,2009-10-22,,SLU,,5.333,11,29.542
,,"Nedströms Mörke-Malen, Vika","Nedströms Mörke-Malen, Vika",,,2014-10-01,,SLU,0.25,5.692,10,16.385
,,"Nedströms Mörke-Malen, Vika","Nedströms Mörke-Malen, Vika",,,2017-10-01,,SLU,0.1,5.636,10,11.673
,,"Nissan, Jära","Nissan, Jära",,,2006-10-03,,SLU,,6.833,15,41.165
,,"Nissan, Jära","Nissan, Jära",,,2009-11-02,,SLU,,7.136,15,18.581
,,"Nissan, Jära","Nissan, Jära",,,2014-10-08,,SLU,0.2,7,15,20.971
,,"Nissan, Jära","Nissan, Jära",,,2017-10-03,,SLU,0.3,6.84,15,25.932
,,"Nissan, Svinhult","Nissan, Svinhult",,,2006-10-03,,SLU,,6.353,15,14.171
,,"Nissan, Svinhult","Nissan, Svinhult",,,2009-11-02,,SLU,,6.812,15,13.911
,,"Nissan, Svinhult","Nissan, Svinhult",,,2013-10-22,,SLU,0.3,7.111,15,14.181
,,"Nissan, Svinhult","Nissan, Svinhult",,,2014-10-08,,SLU,0.3,7,15,10.423
,,"Nissan, Svinhult","Nissan, Svinhult",,,2017-10-03,,SLU,0.4,6.895,14,15.691
,,"Nödjehultaån, Nödjehult","Nödjehultaån, Nödjehult",,,2007-10-05,,SLU,,6.727,14,28.779
,,"Nödjehultaån, Nödjehult","Nödjehultaån, Nödjehult",,,2010-10-07,,SLU,,6.742,14,35.815
,,"Nödjehultaån, Nödjehult","Nödjehultaån, Nödjehult",,,2015-10-06,,SLU,0.3,6.87,14,27.309
,,"Nykyrkebäcken, Henebacken, Nykyrke","Nykyrkebäcken, Henebacken, Nykyrke",,,2007-10-03,,SLU,,6.682,15,25.107
,,"Nykyrkebäcken, Henebacken, Nykyrke","Nykyrkebäcken, Henebacken, Nykyrke",,,2010-10-20,,SLU,,7,15,20.391
,,"Nykyrkebäcken, Henebacken, Nykyrke","Nykyrkebäcken, Henebacken, Nykyrke",,,2015-10-06,,SLU,0.15,6.773,15,24.168
,,"Nykyrkebäcken, Henebacken, Nykyrke","Nykyrkebäcken, Henebacken, Nykyrke",,,2017-10-04,,SLU,0.2,6.619,14,4.227
,,"Österån, Broholm","Österån, Broholm",,,2008-10-10,,SLU,,6.552,14,36.924
,,"Österån, Broholm","Österån, Broholm",,,2011-11-02,,SLU,,6.958,15,25.343
,,"Österån, Broholm","Österån, Broholm",,,2013-10-04,,SLU,0.3,7.115,15,49.77
,,"Österån, Broholm","Österån, Broholm",,,2016-10-03,,SLU,0.4,6.65,14,33.855
,,"Österån, Horshaga 1","Österån, Horshaga 1",,,2006-10-16,,SLU,,5.818,13,23.611
,,"Österån, Horshaga 1","Österån, Horshaga 1",,,2009-10-22,,SLU,,5.833,11,23.481
,,"Österån, Horshaga 1","Österån, Horshaga 1",,,2014-10-02,,SLU,0.7,6.5,12,25.13
,,"Österån, Horshaga 1","Österån, Horshaga 1",,,2017-10-17,,SLU,0.7,6.174,11,30.108
,,"Österån, Kvarnagärde","Österån, Kvarnagärde",,,2008-10-10,,SLU,,6.524,15,20.779
,,"Österån, Kvarnagärde","Österån, Kvarnagärde",,,2011-11-01,,SLU,,6.421,15,22.275
,,"Österån, Kvarnagärde","Österån, Kvarnagärde",,,2013-10-22,,SLU,0.15,7,15,25.439
,,"Österån, Kvarnagärde","Österån, Kvarnagärde",,,2014-10-07,,SLU,0.3,7.167,14,8.762
,,"Österån, Kvarnagärde","Österån, Kvarnagärde",,,2016-10-03,,SLU,0.1,6.938,15,22.233
,,"Österån, Nedan Ryasjön (Rumperyd)","Österån, Nedan Ryasjön (Rumperyd)",,,2008-10-10,,SLU,,6.208,12,37.212
,,"Österån, Nedan Ryasjön (Rumperyd)","Österån, Nedan Ryasjön (Rumperyd)",,,2011-11-03,,SLU,,6.733,13,53.03
,,"Österån, Nedan Ryasjön (Rumperyd)","Österån, Nedan Ryasjön (Rumperyd)",,,2013-10-04,,SLU,0.2,6.88,14,37.367
,,"Österån, Nedan Ryasjön (Rumperyd)","Österån, Nedan Ryasjön (Rumperyd)",,,2016-10-03,,SLU,0.15,7.182,14,43.123
,,Perstorpabäcken,Perstorpabäcken,,,2006-11-17,,SLU,,6.4,14,37.015
,,Perstorpabäcken,Perstorpabäcken,,,2014-10-02,,SLU,0.2,7.038,13,30.239
,,"Radan, Radaholm","Radan, Radaholm",,,2006-10-17,,SLU,,6.414,15,72.034
,,"Radan, Radaholm","Radan, Radaholm",,,2009-10-20,,SLU,,6.69,14,57.088
,,"Radan, Radaholm","Radan, Radaholm",,,2014-10-07,,SLU,0.4,6.281,14,67.372
,,"Radan, Radaholm","Radan, Radaholm",,,2017-10-18,,SLU,0.4,6.429,15,67.217
,,"Rammsjöbäcken, Lövsberg","Rammsjöbäcken, Lövsberg",,,2011-11-18,,SLU,,5.895,12,43.2
,,"Rammsjöbäcken, Lövsberg","Rammsjöbäcken, Lövsberg",,,2013-10-02,,SLU,0.1,6.176,14,15.688
,,"Rammsjöbäcken, Lövsberg","Rammsjöbäcken, Lövsberg",,,2014-10-02,,SLU,0.4,6,11,4.841
,,"Rammsjöbäcken, Lövsberg","Rammsjöbäcken, Lövsberg",,,2015-10-05,,SLU,0.2,5.688,11,31.156
,,"Rammsjöbäcken, Lövsberg","Rammsjöbäcken, Lövsberg",,,2016-10-04,,SLU,0.1,5.7,10,34.36
,,"Rödån, ned vandringshinder","Rödån, ned vandringshinder",,,2006-10-03,,SLU,,6.522,14,31.007
,,"Rödån, ned vandringshinder","Rödån, ned vandringshinder",,,2007-10-03,,SLU,,6.696,14,26.445
,,"Rödån, ned vandringshinder","Rödån, ned vandringshinder",,,2008-10-02,,SLU,,6.25,13,26.503
,,"Rödån, ned vandringshinder","Rödån, ned vandringshinder",,,2009-11-02,,SLU,,6.391,14,32.353
,,"Rödån, ned vandringshinder","Rödån, ned vandringshinder",,,2010-10-20,,SLU,,6.25,13,44.432
,,"Rödån, ned vandringshinder","Rödån, ned vandringshinder",,,2011-11-01,,SLU,,6.72,14,30.892
,,"Rödån, ned vandringshinder","Rödån, ned vandringshinder",,,2013-10-22,,SLU,0.3,6.75,13,23.816
,,"Rödån, ned vandringshinder","Rödån, ned vandringshinder",,,2014-10-03,,SLU,0.3,6.333,14,44.163
,,"Rödån, ned vandringshinder","Rödån, ned vandringshinder",,,2015-10-06,,SLU,0.2,6.481,14,33.796
,,"Rödån, ned vandringshinder","Rödån, ned vandringshinder",,,2017-10-04,,SLU,0.3,6.143,12,25.765
,,"Röttleån, Röttle","Röttleån, Röttle",,,2006-10-16,,SLU,,5.923,13,62.015
,,"Sågån, Mulserydssjön inlopp","Sågån, Mulserydssjön inlopp",,,2006-10-02,,SLU,,6.632,15,13.104
,,"Sågån, Mulserydssjön inlopp","Sågån, Mulserydssjön inlopp",,,2009-11-02,,SLU,,6.765,15,13.509
,,"Sågån, Mulserydssjön inlopp","Sågån, Mulserydssjön inlopp",,,2014-10-03,,SLU,0.3,6.32,15,21.469
,,"Sågån, Mulserydssjön inlopp","Sågån, Mulserydssjön inlopp",,,2017-10-01,,SLU,0.25,6.85,15,13.632
,,"Sågån, Knäppet","Sågån, Knäppet",,,2007-10-05,,SLU,,6.35,15,13.156
,,"Sågån, Knäppet","Sågån, Knäppet",,,2010-10-07,,SLU,,7.08,15,18.693
,,"Sågån, Knäppet","Sågån, Knäppet",,,2015-10-06,,SLU,0.3,6.583,14,19.45
