Vatten_ID,EU_CD,Station,Obspoint_ID,Longitude,Latitude,Date,Time,Institution,Depth,BenthicDiatomsIPS,BenthicDiatomsACID,BenthicDiatomsPctPT,BenthicDiatomsTDI
WA86962872,SE673815-153365,Sörjabäcken (Lillån),Sörjabäcken (Lillån),,,2010-09-29,,SLU,,19.9,2.5,0,7.8
WA86962872,SE673815-153365,Sörjabäcken (Lillån),Sörjabäcken (Lillån),,,2011-10-07,,SLU,,19.8,3.3,0,12.7
WA86962872,SE673815-153365,Sörjabäcken (Lillån),Sörjabäcken (Lillån),,,2012-10-01,,SLU,,19.9,2.8,0,5.9
WA86962872,SE673815-153365,Sörjabäcken (Lillån),Sörjabäcken (Lillån),,,2013-10-02,,SLU,,19.7,4.5,0,15.3
WA86962872,SE673815-153365,Sörjabäcken (Lillån),Sörjabäcken (Lillån),,,2014-09-30,,SLU,,19.7,5.9,0,19.4
WA86962872,SE673815-153365,Sörjabäcken (Lillån),Sörjabäcken (Lillån),,,2015-09-29,,SLU,0.3,19.9,4.4,0,11.5
WA86962872,SE673815-153365,Sörjabäcken (Lillån),Sörjabäcken (Lillån),,,2016-09-24,,SLU,0.3,19.7,5,0.002,17.3
WA86962872,SE673815-153365,Sörjabäcken (Lillån),Sörjabäcken (Lillån),,,2017-09-28,,SLU,0.3,19.9,5.2,0,12.1
WA39575376,SE697145-157980,Hornsjöbäcken,Hornsjöbäcken,,,2004-09-25,,SLU,,19.3,6.6,0,23.9
WA39575376,SE697145-157980,Hornsjöbäcken,Hornsjöbäcken,,,2005-06-20,,SLU,,19.3,6.1,0,23
WA39575376,SE697145-157980,Hornsjöbäcken,Hornsjöbäcken,,,2005-09-03,,SLU,,19.6,7.5,0,22.9
WA39575376,SE697145-157980,Hornsjöbäcken,Hornsjöbäcken,,,2006-09-16,,SLU,,19.4,6.7,0,22.7
WA39575376,SE697145-157980,Hornsjöbäcken,Hornsjöbäcken,,,2007-09-25,,SLU,,19.3,6.9,0.002,22.6
WA39575376,SE697145-157980,Hornsjöbäcken,Hornsjöbäcken,,,2008-09-16,,SLU,,19.5,6.7,0,22.7
WA39575376,SE697145-157980,Hornsjöbäcken,Hornsjöbäcken,,,2009-09-18,,SLU,,19.1,7.7,0,22.5
WA39575376,SE697145-157980,Hornsjöbäcken,Hornsjöbäcken,,,2010-09-04,,SLU,,19.2,6.4,0,20.5
WA39575376,SE697145-157980,Hornsjöbäcken,Hornsjöbäcken,,,2011-10-04,,SLU,,19.2,6.8,0.002,20.6
WA39575376,SE697145-157980,Hornsjöbäcken,Hornsjöbäcken,,,2012-09-22,,SLU,,19.4,6.4,0,23.2
WA39575376,SE697145-157980,Hornsjöbäcken,Hornsjöbäcken,,,2013-09-15,,SLU,,19.3,6.3,0.002,21.4
WA39575376,SE697145-157980,Hornsjöbäcken,Hornsjöbäcken,,,2014-09-15,,SLU,,18.8,6.6,0,23.7
WA39575376,SE697145-157980,Hornsjöbäcken,Hornsjöbäcken,,,2015-09-13,,SLU,0.4,19.3,6.5,0,22.1
WA39575376,SE697145-157980,Hornsjöbäcken,Hornsjöbäcken,,,2016-09-09,,SLU,0.4,19.1,6.2,0.007,21.4
WA39575376,SE697145-157980,Hornsjöbäcken,Hornsjöbäcken,,,2017-09-17,,SLU,0.3,19.2,6.9,0.005,22.5
WA38611588,SE699972-140367,Bastuån,Bastuån,,,2004-09-21,,SLU,,19.9,6.6,0,13.1
WA38611588,SE699972-140367,Bastuån,Bastuån,,,2005-06-22,,SLU,,19.9,8.5,0,27.4
WA38611588,SE699972-140367,Bastuån,Bastuån,,,2005-09-11,,SLU,,19.5,7.5,0,23.7
WA38611588,SE699972-140367,Bastuån,Bastuån,,,2006-09-20,,SLU,,19.1,6.5,0,27.8
WA38611588,SE699972-140367,Bastuån,Bastuån,,,2007-09-27,,SLU,,19.3,7.1,0.009,19.1
WA38611588,SE699972-140367,Bastuån,Bastuån,,,2008-09-19,,SLU,,19.6,6,0,23.8
WA38611588,SE699972-140367,Bastuån,Bastuån,,,2009-09-22,,SLU,,19.8,5.7,0,27.8
WA38611588,SE699972-140367,Bastuån,Bastuån,,,2010-09-19,,SLU,,19.9,5.6,0,25.5
WA38611588,SE699972-140367,Bastuån,Bastuån,,,2011-10-02,,SLU,,19.8,4.7,0,24.5
WA38611588,SE699972-140367,Bastuån,Bastuån,,,2012-09-24,,SLU,,19.5,7.3,0,27.1
WA38611588,SE699972-140367,Bastuån,Bastuån,,,2013-09-24,,SLU,,19.7,5.6,0,25
WA38611588,SE699972-140367,Bastuån,Bastuån,,,2014-09-22,,SLU,,19.1,6.1,0,23.4
WA38611588,SE699972-140367,Bastuån,Bastuån,,,2015-09-16,,SLU,0.4,19.6,7.3,0,23.2
WA38611588,SE699972-140367,Bastuån,Bastuån,,,2016-09-05,,SLU,0.5,19.4,6,0,25.5
WA38611588,SE699972-140367,Bastuån,Bastuån,,,2017-09-08,,SLU,0.4,19.5,7.2,0,27.1
WA99240897,SE636770-147525,Lillån (Gnyltån),Lillån (Gnyltån),,,2005-05-25,,SLU,,19.6,6.7,0,21.7
WA99240897,SE636770-147525,Lillån (Gnyltån),Lillån (Gnyltån),,,2005-09-23,,SLU,,19.5,6.8,0.002,20.7
WA99240897,SE636770-147525,Lillån (Gnyltån),Lillån (Gnyltån),,,2006-10-05,,SLU,,19.5,6.9,0,22.9
WA99240897,SE636770-147525,Lillån (Gnyltån),Lillån (Gnyltån),,,2007-09-28,,SLU,,19.8,6.3,0,18.8
WA99240897,SE636770-147525,Lillån (Gnyltån),Lillån (Gnyltån),,,2008-09-26,,SLU,,19.7,6.4,0,19
WA99240897,SE636770-147525,Lillån (Gnyltån),Lillån (Gnyltån),,,2009-09-28,,SLU,,19.6,6.8,0.005,21.6
WA99240897,SE636770-147525,Lillån (Gnyltån),Lillån (Gnyltån),,,2010-09-25,,SLU,,19.7,6.8,0.002,21.8
WA99240897,SE636770-147525,Lillån (Gnyltån),Lillån (Gnyltån),,,2011-09-30,,SLU,,19.8,6.6,0,21.2
WA99240897,SE636770-147525,Lillån (Gnyltån),Lillån (Gnyltån),,,2012-09-24,,SLU,,19.8,6.2,0,19.9
WA34316369,SE637183-135330,"Musån, Åsvedjan","Musån, Åsvedjan",,,2005-05-24,,SLU,,20,1.3,0.005,9.3
WA34316369,SE637183-135330,"Musån, Åsvedjan","Musån, Åsvedjan",,,2005-09-22,,SLU,,20,1.8,0,5.2
WA34316369,SE637183-135330,"Musån, Åsvedjan","Musån, Åsvedjan",,,2006-09-17,,SLU,,20,1.8,0,1.6
WA34316369,SE637183-135330,"Musån, Åsvedjan","Musån, Åsvedjan",,,2007-09-10,,SLU,,20,1.7,0,5.4
WA34316369,SE637183-135330,"Musån, Åsvedjan","Musån, Åsvedjan",,,2008-09-11,,SLU,,20,1.4,0,3
WA34316369,SE637183-135330,"Musån, Åsvedjan","Musån, Åsvedjan",,,2009-09-12,,SLU,,20,1.5,0,4.8
WA34316369,SE637183-135330,"Musån, Åsvedjan","Musån, Åsvedjan",,,2010-09-10,,SLU,,20,1.8,0,3.7
WA34316369,SE637183-135330,"Musån, Åsvedjan","Musån, Åsvedjan",,,2011-09-18,,SLU,,20,1.7,0,1.7
WA34316369,SE637183-135330,"Musån, Åsvedjan","Musån, Åsvedjan",,,2012-09-13,,SLU,,20,1.6,0,4.8
WA34316369,SE637183-135330,"Musån, Åsvedjan","Musån, Åsvedjan",,,2013-09-08,,SLU,,20,2.5,0,6.6
WA34316369,SE637183-135330,"Musån, Åsvedjan","Musån, Åsvedjan",,,2014-09-16,,SLU,,20,1.6,0,1.2
WA27621693,SE682240-134235,"Tangån, Tangådalsstugan","Tangån, Tangådalsstugan",,,2005-06-24,,SLU,,19.9,5,0,22.6
WA27621693,SE682240-134235,"Tangån, Tangådalsstugan","Tangån, Tangådalsstugan",,,2005-09-09,,SLU,,19.9,4,0,24.1
WA27621693,SE682240-134235,"Tangån, Tangådalsstugan","Tangån, Tangådalsstugan",,,2006-09-23,,SLU,,19.9,4.9,0,18.6
WA27621693,SE682240-134235,"Tangån, Tangådalsstugan","Tangån, Tangådalsstugan",,,2007-10-01,,SLU,,19.3,4.8,0,20.9
WA27621693,SE682240-134235,"Tangån, Tangådalsstugan","Tangån, Tangådalsstugan",,,2008-09-24,,SLU,,20,3.8,0,24.2
WA27621693,SE682240-134235,"Tangån, Tangådalsstugan","Tangån, Tangådalsstugan",,,2009-09-27,,SLU,,19.8,3.9,0,14.1
WA27621693,SE682240-134235,"Tangån, Tangådalsstugan","Tangån, Tangådalsstugan",,,2010-09-16,,SLU,,19.9,2.8,0,22.1
WA27621693,SE682240-134235,"Tangån, Tangådalsstugan","Tangån, Tangådalsstugan",,,2011-09-29,,SLU,,19.6,3.3,0.005,15.8
WA27621693,SE682240-134235,"Tangån, Tangådalsstugan","Tangån, Tangådalsstugan",,,2012-09-21,,SLU,,19.8,3.9,0,15.7
WA27621693,SE682240-134235,"Tangån, Tangådalsstugan","Tangån, Tangådalsstugan",,,2013-09-22,,SLU,,19.7,3.9,0,20.5
WA27621693,SE682240-134235,"Tangån, Tangådalsstugan","Tangån, Tangådalsstugan",,,2014-09-20,,SLU,,19.5,4.6,0,22.9
WA55301346,SE630960-131620,Hovgårdsån Munkhättan,Hovgårdsån Munkhättan,,,2004-10-02,,SLU,,19.5,6.2,0,23.6
WA55301346,SE630960-131620,Hovgårdsån Munkhättan,Hovgårdsån Munkhättan,,,2005-05-28,,SLU,,19.4,6.9,0,23.7
WA55301346,SE630960-131620,Hovgårdsån Munkhättan,Hovgårdsån Munkhättan,,,2005-09-27,,SLU,,19.7,6,0,19.2
WA55301346,SE630960-131620,Hovgårdsån Munkhättan,Hovgårdsån Munkhättan,,,2006-09-20,,SLU,,19.9,7.1,0,25.1
WA55301346,SE630960-131620,Hovgårdsån Munkhättan,Hovgårdsån Munkhättan,,,2007-09-12,,SLU,,19.6,6.4,0.018,23.4
WA55301346,SE630960-131620,Hovgårdsån Munkhättan,Hovgårdsån Munkhättan,,,2008-09-13,,SLU,,19.6,6.1,0.007,19.3
WA55301346,SE630960-131620,Hovgårdsån Munkhättan,Hovgårdsån Munkhättan,,,2009-09-14,,SLU,,19.8,7.6,0,23.6
WA55301346,SE630960-131620,Hovgårdsån Munkhättan,Hovgårdsån Munkhättan,,,2010-09-12,,SLU,,19.8,6.8,0.002,23
WA55301346,SE630960-131620,Hovgårdsån Munkhättan,Hovgårdsån Munkhättan,,,2011-09-20,,SLU,,19.8,7,0.01,23.2
WA55301346,SE630960-131620,Hovgårdsån Munkhättan,Hovgårdsån Munkhättan,,,2012-09-15,,SLU,,19.7,6.6,0.014,22.7
WA55301346,SE630960-131620,Hovgårdsån Munkhättan,Hovgårdsån Munkhättan,,,2013-09-09,,SLU,,19.7,6.5,0.009,20.2
WA55301346,SE630960-131620,Hovgårdsån Munkhättan,Hovgårdsån Munkhättan,,,2014-09-17,,SLU,,19.9,5.8,0.002,15.8
WA55301346,SE630960-131620,Hovgårdsån Munkhättan,Hovgårdsån Munkhättan,,,2015-09-07,,SLU,0.6,19.9,6.3,0,17.8
WA55301346,SE630960-131620,Hovgårdsån Munkhättan,Hovgårdsån Munkhättan,,,2016-09-09,,SLU,0.5,19.7,6.2,0.014,20.9
WA55301346,SE630960-131620,Hovgårdsån Munkhättan,Hovgårdsån Munkhättan,,,2017-09-10,,SLU,0.7,19.7,6.6,0.005,19.9
WA19412340,SE628975-133250,Lillån G:a Järnvägsbron,Lillån G:a Järnvägsbron,,,2004-10-03,,SLU,,19.8,6.4,0,21.5
WA19412340,SE628975-133250,Lillån G:a Järnvägsbron,Lillån G:a Järnvägsbron,,,2005-05-27,,SLU,,19.2,6.9,0.002,25.3
WA19412340,SE628975-133250,Lillån G:a Järnvägsbron,Lillån G:a Järnvägsbron,,,2005-09-26,,SLU,,19.8,7.4,0,24
WA19412340,SE628975-133250,Lillån G:a Järnvägsbron,Lillån G:a Järnvägsbron,,,2006-09-21,,SLU,,19.7,6.8,0,24
WA19412340,SE628975-133250,Lillån G:a Järnvägsbron,Lillån G:a Järnvägsbron,,,2007-09-18,,SLU,,19.5,7.7,0.005,26.2
WA19412340,SE628975-133250,Lillån G:a Järnvägsbron,Lillån G:a Järnvägsbron,,,2008-09-14,,SLU,,19.7,6.7,0.002,24.6
WA19412340,SE628975-133250,Lillån G:a Järnvägsbron,Lillån G:a Järnvägsbron,,,2009-09-15,,SLU,,19.7,6.8,0.005,23.6
WA19412340,SE628975-133250,Lillån G:a Järnvägsbron,Lillån G:a Järnvägsbron,,,2010-09-13,,SLU,,19.8,6.7,0,24.2
WA19412340,SE628975-133250,Lillån G:a Järnvägsbron,Lillån G:a Järnvägsbron,,,2011-09-21,,SLU,,19.9,6.8,0,23.8
WA19412340,SE628975-133250,Lillån G:a Järnvägsbron,Lillån G:a Järnvägsbron,,,2012-09-16,,SLU,,19.8,6.6,0.002,23.3
WA19412340,SE628975-133250,Lillån G:a Järnvägsbron,Lillån G:a Järnvägsbron,,,2013-09-10,,SLU,,19.8,6.3,0,21.7
WA19412340,SE628975-133250,Lillån G:a Järnvägsbron,Lillån G:a Järnvägsbron,,,2014-09-19,,SLU,,19.7,6.6,0,22.9
WA19412340,SE628975-133250,Lillån G:a Järnvägsbron,Lillån G:a Järnvägsbron,,,2015-09-06,,SLU,1,19.8,6.6,0,24.8
WA19412340,SE628975-133250,Lillån G:a Järnvägsbron,Lillån G:a Järnvägsbron,,,2016-09-10,,SLU,0.3,19.6,7,0.012,25
WA19412340,SE628975-133250,Lillån G:a Järnvägsbron,Lillån G:a Järnvägsbron,,,2017-09-11,,SLU,1,19.6,6.6,0,23.9
WA56955874,SE627432-134607,Blankan Ryerna,Blankan Ryerna,,,2004-10-03,,SLU,,19.9,5.8,0,16.3
WA56955874,SE627432-134607,Blankan Ryerna,Blankan Ryerna,,,2005-05-27,,SLU,,19.6,5.8,0.016,18.4
WA56955874,SE627432-134607,Blankan Ryerna,Blankan Ryerna,,,2005-09-26,,SLU,,19.5,4.7,0,12.8
WA56955874,SE627432-134607,Blankan Ryerna,Blankan Ryerna,,,2006-09-21,,SLU,,19.7,5,0,13.3
WA56955874,SE627432-134607,Blankan Ryerna,Blankan Ryerna,,,2007-09-17,,SLU,,19.8,5.7,0,16
WA56955874,SE627432-134607,Blankan Ryerna,Blankan Ryerna,,,2008-09-15,,SLU,,20,5.4,0,14.7
WA56955874,SE627432-134607,Blankan Ryerna,Blankan Ryerna,,,2009-09-15,,SLU,,19.9,5.6,0,14.4
WA56955874,SE627432-134607,Blankan Ryerna,Blankan Ryerna,,,2010-09-14,,SLU,,19.9,5.5,0.002,14
WA56955874,SE627432-134607,Blankan Ryerna,Blankan Ryerna,,,2011-09-22,,SLU,,19.9,5.7,0,15
WA56955874,SE627432-134607,Blankan Ryerna,Blankan Ryerna,,,2012-09-16,,SLU,,19.9,5.7,0.002,15.6
WA56955874,SE627432-134607,Blankan Ryerna,Blankan Ryerna,,,2013-09-11,,SLU,,19.8,5.5,0.005,15.5
WA56955874,SE627432-134607,Blankan Ryerna,Blankan Ryerna,,,2014-09-19,,SLU,,19.9,4.8,0,8.6
WA56955874,SE627432-134607,Blankan Ryerna,Blankan Ryerna,,,2015-09-07,,SLU,0.4,19.9,5.1,0,11.4
WA56955874,SE627432-134607,Blankan Ryerna,Blankan Ryerna,,,2016-09-10,,SLU,0.5,19.9,5.4,0,15.2
WA56955874,SE627432-134607,Blankan Ryerna,Blankan Ryerna,,,2017-09-11,,SLU,,19.9,5.2,0.002,11.7
WA62510992,SE638300-141085,Hästgångsån Hästgången,Hästgångsån Hästgången,,,2004-10-05,,SLU,,19.6,6,0.002,20.4
WA62510992,SE638300-141085,Hästgångsån Hästgången,Hästgångsån Hästgången,,,2005-05-23,,SLU,,19.6,6.1,0.002,20.2
WA62510992,SE638300-141085,Hästgångsån Hästgången,Hästgångsån Hästgången,,,2005-09-23,,SLU,,19.3,6.2,0.007,20.7
WA62510992,SE638300-141085,Hästgångsån Hästgången,Hästgångsån Hästgången,,,2006-10-06,,SLU,,19.2,6.4,0.007,21.7
WA62510992,SE638300-141085,Hästgångsån Hästgången,Hästgångsån Hästgången,,,2007-10-01,,SLU,,19.4,6,0.007,19.3
WA62510992,SE638300-141085,Hästgångsån Hästgången,Hästgångsån Hästgången,,,2008-09-27,,SLU,,19.4,6.4,0.002,22.3
WA62510992,SE638300-141085,Hästgångsån Hästgången,Hästgångsån Hästgången,,,2009-09-29,,SLU,,19.5,6.9,0.009,23.3
WA62510992,SE638300-141085,Hästgångsån Hästgången,Hästgångsån Hästgången,,,2010-09-26,,SLU,,19.5,6.5,0,20.7
WA62510992,SE638300-141085,Hästgångsån Hästgången,Hästgångsån Hästgången,,,2011-10-01,,SLU,,19.8,6.3,0,20
WA62510992,SE638300-141085,Hästgångsån Hästgången,Hästgångsån Hästgången,,,2012-10-25,,SLU,,19.8,6,0,17.9
WA62510992,SE638300-141085,Hästgångsån Hästgången,Hästgångsån Hästgången,,,2013-09-17,,SLU,,18.7,6.8,0.014,22.7
WA62510992,SE638300-141085,Hästgångsån Hästgången,Hästgångsån Hästgången,,,2014-09-26,,SLU,,19.6,7.1,0,24
WA62510992,SE638300-141085,Hästgångsån Hästgången,Hästgångsån Hästgången,,,2015-09-13,,SLU,0.2,19.7,6.3,0.012,19.1
WA62510992,SE638300-141085,Hästgångsån Hästgången,Hästgångsån Hästgången,,,2016-09-17,,SLU,0.2,18.7,6.9,0,23.2
WA62510992,SE638300-141085,Hästgångsån Hästgången,Hästgångsån Hästgången,,,2017-09-19,,SLU,0.5,19.7,7.1,0,22.5
WA54920650,SE654141-124734,Skuggälven Ängarna,Skuggälven Ängarna,,,2004-10-01,,SLU,,19.9,6.1,0,17.2
WA54920650,SE654141-124734,Skuggälven Ängarna,Skuggälven Ängarna,,,2005-05-29,,SLU,,19.8,6.9,0,23.9
WA54920650,SE654141-124734,Skuggälven Ängarna,Skuggälven Ängarna,,,2005-09-28,,SLU,,19.7,5.6,0.002,16.8
WA54920650,SE654141-124734,Skuggälven Ängarna,Skuggälven Ängarna,,,2006-09-13,,SLU,,19.6,5.9,0.016,17.3
WA54920650,SE654141-124734,Skuggälven Ängarna,Skuggälven Ängarna,,,2007-09-05,,SLU,,19.7,6.4,0.011,20.5
WA54920650,SE654141-124734,Skuggälven Ängarna,Skuggälven Ängarna,,,2008-09-07,,SLU,,19.6,5.2,0.007,14.5
WA54920650,SE654141-124734,Skuggälven Ängarna,Skuggälven Ängarna,,,2009-09-08,,SLU,,19.7,5.8,0.007,16.4
WA54920650,SE654141-124734,Skuggälven Ängarna,Skuggälven Ängarna,,,2010-09-07,,SLU,,19.9,5.9,0,15.5
WA54920650,SE654141-124734,Skuggälven Ängarna,Skuggälven Ängarna,,,2011-09-15,,SLU,,19.6,5.6,0.009,15
WA54920650,SE654141-124734,Skuggälven Ängarna,Skuggälven Ängarna,,,2012-09-11,,SLU,,19.7,5,0.013,11.4
WA54920650,SE654141-124734,Skuggälven Ängarna,Skuggälven Ängarna,,,2013-09-06,,SLU,,19.6,6.9,0.012,22.5
WA54920650,SE654141-124734,Skuggälven Ängarna,Skuggälven Ängarna,,,2014-09-14,,SLU,,19.9,6.6,0,20.2
WA54920650,SE654141-124734,Skuggälven Ängarna,Skuggälven Ängarna,,,2015-09-03,,SLU,0.4,20,6.3,0,17.5
WA54920650,SE654141-124734,Skuggälven Ängarna,Skuggälven Ängarna,,,2016-09-06,,SLU,0.3,19.5,6,0.007,17.8
WA54920650,SE654141-124734,Skuggälven Ängarna,Skuggälven Ängarna,,,2017-09-07,,SLU,0.5,20,6.4,0,19.9
WA94596931,SE682605-155185,Enångersån V. Lövås,Enångersån V. Lövås,,,2004-09-20,,SLU,,19.5,6,0,21.4
WA94596931,SE682605-155185,Enångersån V. Lövås,Enångersån V. Lövås,,,2005-06-04,,SLU,,19.6,7.4,0,22.6
WA94596931,SE682605-155185,Enångersån V. Lövås,Enångersån V. Lövås,,,2005-09-02,,SLU,,19.8,7.6,0,20.8
WA94596931,SE682605-155185,Enångersån V. Lövås,Enångersån V. Lövås,,,2006-09-17,,SLU,,19.9,7.3,0,20.3
WA94596931,SE682605-155185,Enångersån V. Lövås,Enångersån V. Lövås,,,2007-09-21,,SLU,,19.7,6.9,0,22
WA94596931,SE682605-155185,Enångersån V. Lövås,Enångersån V. Lövås,,,2008-09-20,,SLU,,19.8,7.5,0,21.6
WA94596931,SE682605-155185,Enångersån V. Lövås,Enångersån V. Lövås,,,2009-09-23,,SLU,,19.8,6.6,0,19.7
WA94596931,SE682605-155185,Enångersån V. Lövås,Enångersån V. Lövås,,,2010-09-07,,SLU,,19.8,6.7,0,21.8
WA94596931,SE682605-155185,Enångersån V. Lövås,Enångersån V. Lövås,,,2011-09-08,,SLU,,19.9,6.8,0,21.4
WA94596931,SE682605-155185,Enångersån V. Lövås,Enångersån V. Lövås,,,2012-09-17,,SLU,,19.7,6,0.002,17.2
WA94596931,SE682605-155185,Enångersån V. Lövås,Enångersån V. Lövås,,,2014-09-05,,SLU,,19.5,6.6,0.007,21.1
WA64539435,SE683563-155010,Källsjöån Källsjöklack,Källsjöån Källsjöklack,,,2004-09-20,,SLU,,19.8,7,0,21.9
WA64539435,SE683563-155010,Källsjöån Källsjöklack,Källsjöån Källsjöklack,,,2005-06-04,,SLU,,19.6,8,0,23.6
WA64539435,SE683563-155010,Källsjöån Källsjöklack,Källsjöån Källsjöklack,,,2005-09-02,,SLU,,19.7,7,0.002,22.3
WA64539435,SE683563-155010,Källsjöån Källsjöklack,Källsjöån Källsjöklack,,,2006-09-10,,SLU,,19.7,7.3,0.002,22.4
WA64539435,SE683563-155010,Källsjöån Källsjöklack,Källsjöån Källsjöklack,,,2007-09-21,,SLU,,19.7,6.7,0,23
WA64539435,SE683563-155010,Källsjöån Källsjöklack,Källsjöån Källsjöklack,,,2008-09-20,,SLU,,19.8,7.1,0,21.6
WA64539435,SE683563-155010,Källsjöån Källsjöklack,Källsjöån Källsjöklack,,,2009-09-23,,SLU,,19.7,6,0,18.5
WA64539435,SE683563-155010,Källsjöån Källsjöklack,Källsjöån Källsjöklack,,,2010-09-06,,SLU,,19.7,6.8,0.002,22.5
WA64539435,SE683563-155010,Källsjöån Källsjöklack,Källsjöån Källsjöklack,,,2011-09-08,,SLU,,19.8,6.7,0,20.5
WA64539435,SE683563-155010,Källsjöån Källsjöklack,Källsjöån Källsjöklack,,,2012-09-19,,SLU,,19.7,6.6,0.005,22.3
WA64539435,SE683563-155010,Källsjöån Källsjöklack,Källsjöån Källsjöklack,,,2013-09-17,,SLU,,19.8,6.5,0,22.6
WA64539435,SE683563-155010,Källsjöån Källsjöklack,Källsjöån Källsjöklack,,,2014-09-17,,SLU,,19.7,7.4,0.002,23.9
WA64539435,SE683563-155010,Källsjöån Källsjöklack,Källsjöån Källsjöklack,,,2015-09-14,,SLU,0.3,19.9,6.5,0,20.5
WA64539435,SE683563-155010,Källsjöån Källsjöklack,Källsjöån Källsjöklack,,,2016-09-14,,SLU,0.3,19.4,6.4,0,23.3
WA64539435,SE683563-155010,Källsjöån Källsjöklack,Källsjöån Källsjöklack,,,2017-09-14,,SLU,0.5,19.8,7.1,0,23.9
WA55967934,SE696000-156850,Ådalsån Lyckemyran (D),Ådalsån Lyckemyran (D),,,2004-09-25,,SLU,,19.4,6.6,0,30.3
WA55967934,SE696000-156850,Ådalsån Lyckemyran (D),Ådalsån Lyckemyran (D),,,2005-06-20,,SLU,,19,6,0.005,30
WA55967934,SE696000-156850,Ådalsån Lyckemyran (D),Ådalsån Lyckemyran (D),,,2005-09-03,,SLU,,18.9,5.6,0.002,26.2
WA55967934,SE696000-156850,Ådalsån Lyckemyran (D),Ådalsån Lyckemyran (D),,,2006-09-16,,SLU,,19,5.9,0,25.8
WA55967934,SE696000-156850,Ådalsån Lyckemyran (D),Ådalsån Lyckemyran (D),,,2007-09-25,,SLU,,18.6,6.5,0.002,29.2
WA55967934,SE696000-156850,Ådalsån Lyckemyran (D),Ådalsån Lyckemyran (D),,,2008-09-16,,SLU,,18.8,6,0,26.4
WA55967934,SE696000-156850,Ådalsån Lyckemyran (D),Ådalsån Lyckemyran (D),,,2009-09-19,,SLU,,19.2,5.6,0.002,25.8
WA55967934,SE696000-156850,Ådalsån Lyckemyran (D),Ådalsån Lyckemyran (D),,,2010-09-04,,SLU,,19,6.4,0.002,26.3
WA55967934,SE696000-156850,Ådalsån Lyckemyran (D),Ådalsån Lyckemyran (D),,,2011-10-04,,SLU,,19.3,5.7,0.002,23.1
WA55967934,SE696000-156850,Ådalsån Lyckemyran (D),Ådalsån Lyckemyran (D),,,2012-09-13,,SLU,,19.4,6.2,0,23.7
WA55967934,SE696000-156850,Ådalsån Lyckemyran (D),Ådalsån Lyckemyran (D),,,2013-09-15,,SLU,,18.9,6,0,24
WA55967934,SE696000-156850,Ådalsån Lyckemyran (D),Ådalsån Lyckemyran (D),,,2014-09-15,,SLU,,18.7,6.4,0.005,25.5
WA55967934,SE696000-156850,Ådalsån Lyckemyran (D),Ådalsån Lyckemyran (D),,,2015-09-13,,SLU,0.6,18.9,6.5,0.002,25.1
WA55967934,SE696000-156850,Ådalsån Lyckemyran (D),Ådalsån Lyckemyran (D),,,2016-09-09,,SLU,0.6,19,6.3,0.002,25.8
WA55967934,SE696000-156850,Ådalsån Lyckemyran (D),Ådalsån Lyckemyran (D),,,2017-09-17,,SLU,0.6,18.8,6.3,0.007,26
WA13229699,SE707195-161570,Storselsån Storsele,Storselsån Storsele,,,2004-09-25,,SLU,,19.8,5,0,11.1
WA13229699,SE707195-161570,Storselsån Storsele,Storselsån Storsele,,,2005-06-21,,SLU,,19.9,6.4,0,19.6
WA13229699,SE707195-161570,Storselsån Storsele,Storselsån Storsele,,,2005-09-15,,SLU,,19.8,6.4,0,20.1
WA13229699,SE707195-161570,Storselsån Storsele,Storselsån Storsele,,,2006-09-15,,SLU,,19.4,6.5,0.009,19.6
WA13229699,SE707195-161570,Storselsån Storsele,Storselsån Storsele,,,2007-09-26,,SLU,,19.6,6.7,0.005,19.4
WA13229699,SE707195-161570,Storselsån Storsele,Storselsån Storsele,,,2008-09-15,,SLU,,19.7,6.4,0,18.3
WA13229699,SE707195-161570,Storselsån Storsele,Storselsån Storsele,,,2009-09-17,,SLU,,19.6,6.4,0,21.2
WA13229699,SE707195-161570,Storselsån Storsele,Storselsån Storsele,,,2010-09-03,,SLU,,19.8,6.4,0.002,20
WA13229699,SE707195-161570,Storselsån Storsele,Storselsån Storsele,,,2011-10-05,,SLU,,19.7,5.8,0,17.1
WA13229699,SE707195-161570,Storselsån Storsele,Storselsån Storsele,,,2012-09-12,,SLU,,19.7,5.9,0.002,18
WA13229699,SE707195-161570,Storselsån Storsele,Storselsån Storsele,,,2013-09-14,,SLU,,19.7,6.3,0,20.7
WA13229699,SE707195-161570,Storselsån Storsele,Storselsån Storsele,,,2014-09-14,,SLU,,19.6,7.4,0.002,21.3
WA13229699,SE707195-161570,Storselsån Storsele,Storselsån Storsele,,,2015-09-12,,SLU,0.8,19.7,7,0.002,20.9
WA13229699,SE707195-161570,Storselsån Storsele,Storselsån Storsele,,,2016-09-08,,SLU,0.9,19.6,6.8,0,21
WA13229699,SE707195-161570,Storselsån Storsele,Storselsån Storsele,,,2017-09-18,,SLU,1,19.6,6.5,0.002,20.2
WA11914890,SE697805-139065,Arån Arålund,Arån Arålund,,,2004-09-21,,SLU,,18.9,6.7,0.005,27
WA11914890,SE697805-139065,Arån Arålund,Arån Arålund,,,2005-06-22,,SLU,,19.7,8.1,0,19
WA11914890,SE697805-139065,Arån Arålund,Arån Arålund,,,2005-09-11,,SLU,,19,6.9,0,26.6
